Scenario,Mean Change,Mean Absolute Change,Std Change,Min Change,Max Change,Cells Changed,Percent Changed,Top 10 Overlap
georgia_suitability_scenario_1,-0.051967213114754114,0.051967213114754114,0.06335834521096304,-0.18999999999999995,0.0,80,65.57377049180327,10/10
georgia_suitability_scenario_2,0.0260655737704918,0.0260655737704918,0.03241154209904728,0.0,0.10000000000000009,68,55.73770491803278,10/10
georgia_suitability_scenario_3,-0.1098360655737705,0.1098360655737705,0.13217183660297652,-0.4099999999999999,0.0,85,69.67213114754098,10/10
georgia_suitability_scenario_4,0.05688524590163934,0.05688524590163934,0.06972296972870758,0.0,0.21999999999999997,83,68.0327868852459,10/10
georgia_suitability_scenario_5,0.119672131147541,0.119672131147541,0.14476503862117718,0.0,0.4600000000000002,85,69.67213114754098,10/10
georgia_suitability_scenario_6,-0.1307377049180328,0.1307377049180328,0.15744954869662758,-0.49,0.0,85,69.67213114754098,10/10
