latitude,longitude,year_month,irradiance
41.5,42.0,202108,5.5361
41.5,42.0,202109,3.8995
41.5,42.0,202110,3.0775
41.5,42.0,202111,2.22
41.5,42.0,202112,1.716
41.5,42.0,202113,4.013
41.5,42.0,202201,1.8607
41.5,42.0,202202,2.8898
41.5,42.0,202203,3.7133
41.5,42.0,202204,5.0479
41.5,42.0,202205,5.3755
41.5,42.0,202206,5.4238
41.5,42.0,202207,5.622
41.5,42.0,202208,6.0859
41.5,42.0,202209,4.5533
41.5,42.0,202210,2.9563
41.5,42.0,202211,1.9872
41.5,42.0,202212,1.7203
41.5,42.0,202213,3.9415
41.5,42.0,202301,2.1521
41.5,42.0,202302,2.4746
41.5,42.0,202303,2.9921
41.5,42.0,202304,4.175
41.5,42.0,202305,5.0064
41.5,42.0,202306,5.3316
41.5,42.0,202307,6.3271
41.5,42.0,202308,6.0694
41.5,42.0,202309,4.5475
41.5,42.0,202310,3.1145
41.5,42.0,202311,1.8744
41.5,42.0,202312,1.6066
41.5,42.0,202313,3.815
41.5,42.0,202401,1.8106
41.5,42.0,202402,3.0744
41.5,42.0,202403,3.3504
41.5,42.0,202404,5.3813
41.5,42.0,202405,4.8154
41.5,42.0,202406,6.4915
41.5,42.0,202407,5.4658
41.5,42.0,202408,5.7566
41.5,42.0,202409,4.5461
41.5,42.0,202410,2.9479
41.5,42.0,202411,2.0662
41.5,42.0,202412,1.799
41.5,42.0,202413,3.9564
41.5,42.0,202501,2.1907
41.5,42.0,202502,3.1049
41.5,42.0,202503,4.3219
41.5,42.0,202504,4.0961
41.5,42.0,202505,5.7146
41.5,42.0,202506,6.1884
41.5,42.0,202507,5.886
41.5,42.0,202508,5.6774
41.5,42.0,202509,4.1134
41.5,42.0,202510,3.0886
41.5,42.0,202511,2.6338
41.5,42.0,202512,1.506
41.5,42.0,202513,4.0488
41.5,42.25,201501,2.0206
41.5,42.25,201502,3.2515
41.5,42.25,201503,4.0874
41.5,42.25,201504,4.3114
41.5,42.25,201505,5.1823
41.5,42.25,201506,5.7518
41.5,42.25,201507,6.0564
41.5,42.25,201508,5.7178
41.5,42.25,201509,5.1451
41.5,42.25,201510,2.532
41.5,42.25,201511,2.0282
41.5,42.25,201512,1.8398
41.5,42.25,201513,3.9962
41.5,42.25,201601,1.6601
41.5,42.25,201602,2.8392
41.5,42.25,201603,3.8928
41.5,42.25,201604,5.1792
41.5,42.25,201605,5.0729
41.5,42.25,201606,5.7744
41.5,42.25,201607,5.765
41.5,42.25,201608,5.8975
41.5,42.25,201609,4.0766
41.5,42.25,201610,2.8742
41.5,42.25,201611,2.2934
41.5,42.25,201612,1.4294
41.5,42.25,201613,3.8974
41.5,42.25,201701,2.0429
41.5,42.25,201702,3.295
41.5,42.25,201703,4.1645
41.5,42.25,201704,5.2217
41.5,42.25,201705,5.0542
41.5,42.25,201706,6.391
41.5,42.25,201707,6.2249
41.5,42.25,201708,6.066
41.5,42.25,201709,4.9997
41.5,42.25,201710,2.9054
41.5,42.25,201711,2.0227
41.5,42.25,201712,1.8302
41.5,42.25,201713,4.187
41.5,42.25,201801,1.609
41.5,42.25,201802,3.0355
41.5,42.25,201803,3.0922
41.5,42.25,201804,5.7348
41.5,42.25,201805,4.8346
41.5,42.25,201806,6.2698
41.5,42.25,201807,5.8896
41.5,42.25,201808,5.0806
41.5,42.25,201809,4.5262
41.5,42.25,201810,3.443
41.5,42.25,201811,2.0515
41.5,42.25,201812,1.3495
41.5,42.25,201813,3.9089
41.5,42.25,201901,2.0122
41.5,42.25,201902,2.7077
41.5,42.25,201903,3.8851
41.5,42.25,201904,4.6363
41.5,42.25,201905,6.102
41.5,42.25,201906,5.9126
41.5,42.25,201907,6.0281
41.5,42.25,201908,5.5159
41.5,42.25,201909,4.3241
41.5,42.25,201910,3.7034
41.5,42.25,201911,2.6153
41.5,42.25,201912,1.8648
41.5,42.25,201913,4.1177
41.5,42.25,202001,1.973
41.5,42.25,202002,2.7482
41.5,42.25,202003,3.8179
41.5,42.25,202004,5.1526
41.5,42.25,202005,5.4646
41.5,42.25,202006,6.6055
41.5,42.25,202007,5.9887
41.5,42.25,202008,5.7634
41.5,42.25,202009,4.9891
41.5,42.25,202010,3.8837
41.5,42.25,202011,1.9522
41.5,42.25,202012,1.8206
41.5,42.25,202013,4.1825
41.5,42.25,202101,2.0669
41.5,42.25,202102,2.7425
41.5,42.25,202103,3.7661
41.5,42.25,202104,4.6526
41.5,42.25,202105,6.2184
41.5,42.25,202106,6.2983
41.5,42.25,202107,5.8728
41.5,42.25,202108,5.5361
41.5,42.25,202109,3.8995
41.5,42.25,202110,3.0775
41.5,42.25,202111,2.22
41.5,42.25,202112,1.716
41.5,42.25,202113,4.013
41.5,42.25,202201,1.8607
41.5,42.25,202202,2.8898
41.5,42.25,202203,3.7133
41.5,42.25,202204,5.0479
41.5,42.25,202205,5.3755
41.5,42.25,202206,5.4238
41.5,42.25,202207,5.622
41.5,42.25,202208,6.0859
41.5,42.25,202209,4.5533
41.5,42.25,202210,2.9563
41.5,42.25,202211,1.9872
41.5,42.25,202212,1.7203
41.5,42.25,202213,3.9415
41.5,42.25,202301,2.1521
41.5,42.25,202302,2.4746
41.5,42.25,202303,2.9921
41.5,42.25,202304,4.175
41.5,42.25,202305,5.0064
41.5,42.25,202306,5.3316
41.5,42.25,202307,6.3271
41.5,42.25,202308,6.0694
41.5,42.25,202309,4.5475
41.5,42.25,202310,3.1145
41.5,42.25,202311,1.8744
41.5,42.25,202312,1.6066
41.5,42.25,202313,3.815
41.5,42.25,202401,1.8106
41.5,42.25,202402,3.0744
41.5,42.25,202403,3.3504
41.5,42.25,202404,5.3813
41.5,42.25,202405,4.8154
41.5,42.25,202406,6.4915
41.5,42.25,202407,5.4658
41.5,42.25,202408,5.7566
41.5,42.25,202409,4.5461
41.5,42.25,202410,2.9479
41.5,42.25,202411,2.0662
41.5,42.25,202412,1.799
41.5,42.25,202413,3.9564
41.5,42.25,202501,2.1907
41.5,42.25,202502,3.1049
41.5,42.25,202503,4.3219
41.5,42.25,202504,4.0961
41.5,42.25,202505,5.7146
41.5,42.25,202506,6.1884
41.5,42.25,202507,5.886
41.5,42.25,202508,5.6774
41.5,42.25,202509,4.1134
41.5,42.25,202510,3.0886
41.5,42.25,202511,2.6338
41.5,42.25,202512,1.506
41.5,42.25,202513,4.0488
41.5,42.5,201501,2.0206
41.5,42.5,201502,3.2515
41.5,42.5,201503,4.0874
41.5,42.5,201504,4.3114
41.5,42.5,201505,5.1823
41.5,42.5,201506,5.7518
41.5,42.5,201507,6.0564
41.5,42.5,201508,5.7178
41.5,42.5,201509,5.1451
41.5,42.5,201510,2.532
41.5,42.5,201511,2.0282
41.5,42.5,201512,1.8398
41.5,42.5,201513,3.9962
41.5,42.5,201601,1.6601
41.5,42.5,201602,2.8392
41.5,42.5,201603,3.8928
41.5,42.5,201604,5.1792
41.5,42.5,201605,5.0729
41.5,42.5,201606,5.7744
41.5,42.5,201607,5.765
41.5,42.5,201608,5.8975
41.5,42.5,201609,4.0766
41.5,42.5,201610,2.8742
41.5,42.5,201611,2.2934
41.5,42.5,201612,1.4294
41.5,42.5,201613,3.8974
41.5,42.5,201701,2.0429
41.5,42.5,201702,3.295
41.5,42.5,201703,4.1645
41.5,42.5,201704,5.2217
41.5,42.5,201705,5.0542
41.5,42.5,201706,6.391
41.5,42.5,201707,6.2249
41.5,42.5,201708,6.066
41.5,42.5,201709,4.9997
41.5,42.5,201710,2.9054
41.5,42.5,201711,2.0227
41.5,42.5,201712,1.8302
41.5,42.5,201713,4.187
41.5,42.5,201801,1.609
41.5,42.5,201802,3.0355
41.5,42.5,201803,3.0922
41.5,42.5,201804,5.7348
41.5,42.5,201805,4.8346
41.5,42.5,201806,6.2698
41.5,42.5,201807,5.8896
41.5,42.5,201808,5.0806
41.5,42.5,201809,4.5262
41.5,42.5,201810,3.443
41.5,42.5,201811,2.0515
41.5,42.5,201812,1.3495
41.5,42.5,201813,3.9089
41.5,42.5,201901,2.0122
41.5,42.5,201902,2.7077
41.5,42.5,201903,3.8851
41.5,42.5,201904,4.6363
41.5,42.5,201905,6.102
41.5,42.5,201906,5.9126
41.5,42.5,201907,6.0281
41.5,42.5,201908,5.5159
41.5,42.5,201909,4.3241
41.5,42.5,201910,3.7034
41.5,42.5,201911,2.6153
41.5,42.5,201912,1.8648
41.5,42.5,201913,4.1177
41.5,42.5,202001,1.973
41.5,42.5,202002,2.7482
41.5,42.5,202003,3.8179
41.5,42.5,202004,5.1526
41.5,42.5,202005,5.4646
41.5,42.5,202006,6.6055
41.5,42.5,202007,5.9887
41.5,42.5,202008,5.7634
41.5,42.5,202009,4.9891
41.5,42.5,202010,3.8837
41.5,42.5,202011,1.9522
41.5,42.5,202012,1.8206
41.5,42.5,202013,4.1825
41.5,42.5,202101,2.0669
41.5,42.5,202102,2.7425
41.5,42.5,202103,3.7661
41.5,42.5,202104,4.6526
41.5,42.5,202105,6.2184
41.5,42.5,202106,6.2983
41.5,42.5,202107,5.8728
41.5,42.5,202108,5.5361
41.5,42.5,202109,3.8995
41.5,42.5,202110,3.0775
41.5,42.5,202111,2.22
41.5,42.5,202112,1.716
41.5,42.5,202113,4.013
41.5,42.5,202201,1.8607
41.5,42.5,202202,2.8898
41.5,42.5,202203,3.7133
41.5,42.5,202204,5.0479
41.5,42.5,202205,5.3755
41.5,42.5,202206,5.4238
41.5,42.5,202207,5.622
41.5,42.5,202208,6.0859
41.5,42.5,202209,4.5533
41.5,42.5,202210,2.9563
41.5,42.5,202211,1.9872
41.5,42.5,202212,1.7203
41.5,42.5,202213,3.9415
41.5,42.5,202301,2.1521
41.5,42.5,202302,2.4746
41.5,42.5,202303,2.9921
41.5,42.5,202304,4.175
41.5,42.5,202305,5.0064
41.5,42.5,202306,5.3316
41.5,42.5,202307,6.3271
41.5,42.5,202308,6.0694
41.5,42.5,202309,4.5475
41.5,42.5,202310,3.1145
41.5,42.5,202311,1.8744
41.5,42.5,202312,1.6066
41.5,42.5,202313,3.815
41.5,42.5,202401,1.8106
41.5,42.5,202402,3.0744
41.5,42.5,202403,3.3504
41.5,42.5,202404,5.3813
41.5,42.5,202405,4.8154
41.5,42.5,202406,6.4915
41.5,42.5,202407,5.4658
41.5,42.5,202408,5.7566
41.5,42.5,202409,4.5461
41.5,42.5,202410,2.9479
41.5,42.5,202411,2.0662
41.5,42.5,202412,1.799
41.5,42.5,202413,3.9564
41.5,42.5,202501,2.1907
41.5,42.5,202502,3.1049
41.5,42.5,202503,4.3219
41.5,42.5,202504,4.0961
41.5,42.5,202505,5.7146
41.5,42.5,202506,6.1884
41.5,42.5,202507,5.886
41.5,42.5,202508,5.6774
41.5,42.5,202509,4.1134
41.5,42.5,202510,3.0886
41.5,42.5,202511,2.6338
41.5,42.5,202512,1.506
41.5,42.5,202513,4.0488
41.5,43.0,201501,2.01
41.5,43.0,201502,3.462
41.5,43.0,201503,3.8222
41.5,43.0,201504,4.2982
41.5,43.0,201505,5.2529
41.5,43.0,201506,6.2837
41.5,43.0,201507,6.3631
41.5,43.0,201508,5.9837
41.5,43.0,201509,5.1641
41.5,43.0,201510,2.5855
41.5,43.0,201511,2.0378
41.5,43.0,201512,1.6546
41.5,43.0,201513,4.0776
41.5,43.0,201601,1.981
41.5,43.0,201602,3.1997
41.5,43.0,201603,3.7085
41.5,43.0,201604,5.1113
41.5,43.0,201605,5.0028
41.5,43.0,201606,5.855
41.5,43.0,201607,6.097
41.5,43.0,201608,6.2978
41.5,43.0,201609,4.3622
41.5,43.0,201610,2.9779
41.5,43.0,201611,2.1936
41.5,43.0,201612,1.6313
41.5,43.0,201613,4.0356
41.5,43.0,201701,2.1497
41.5,43.0,201702,3.6722
41.5,43.0,201703,4.2883
41.5,43.0,201704,5.1869
41.5,43.0,201705,5.0722
41.5,43.0,201706,6.5414
41.5,43.0,201707,6.7195
41.5,43.0,201708,6.4438
41.5,43.0,201709,5.0174
41.5,43.0,201710,2.9652
41.5,43.0,201711,2.0513
41.5,43.0,201712,1.8389
41.5,43.0,201713,4.3303
41.5,43.0,201801,1.9178
41.5,43.0,201802,3.1793
41.5,43.0,201803,3.2561
41.5,43.0,201804,5.6882
41.5,43.0,201805,4.993
41.5,43.0,201806,6.3173
41.5,43.0,201807,6.5573
41.5,43.0,201808,5.3328
41.5,43.0,201809,4.6968
41.5,43.0,201810,3.4358
41.5,43.0,201811,2.0256
41.5,43.0,201812,1.391
41.5,43.0,201813,4.0666
41.5,43.0,201901,1.9968
41.5,43.0,201902,3.3806
41.5,43.0,201903,3.7454
41.5,43.0,201904,4.7258
41.5,43.0,201905,6.2198
41.5,43.0,201906,6.047
41.5,43.0,201907,6.4054
41.5,43.0,201908,5.9066
41.5,43.0,201909,4.409
41.5,43.0,201910,3.7817
41.5,43.0,201911,2.5558
41.5,43.0,201912,1.7954
41.5,43.0,201913,4.2526
41.5,43.0,202001,1.9982
41.5,43.0,202002,2.819
41.5,43.0,202003,3.6595
41.5,43.0,202004,4.7714
41.5,43.0,202005,5.6093
41.5,43.0,202006,6.6403
41.5,43.0,202007,6.3619
41.5,43.0,202008,5.9575
41.5,43.0,202009,4.9795
41.5,43.0,202010,3.8705
41.5,43.0,202011,1.997
41.5,43.0,202012,1.8331
41.5,43.0,202013,4.2115
41.5,43.0,202101,1.8734
41.5,43.0,202102,3.0235
41.5,43.0,202103,3.5719
41.5,43.0,202104,4.8101
41.5,43.0,202105,6.3442
41.5,43.0,202106,6.714
41.5,43.0,202107,6.1889
41.5,43.0,202108,5.923
41.5,43.0,202109,4.2641
41.5,43.0,202110,3.1013
41.5,43.0,202111,2.2555
41.5,43.0,202112,1.6694
41.5,43.0,202113,4.1501
41.5,43.0,202201,2.0558
41.5,43.0,202202,2.8656
41.5,43.0,202203,3.5422
41.5,43.0,202204,4.9678
41.5,43.0,202205,5.4859
41.5,43.0,202206,5.7538
41.5,43.0,202207,6.6079
41.5,43.0,202208,6.4843
41.5,43.0,202209,4.7208
41.5,43.0,202210,3.1481
41.5,43.0,202211,2.1007
41.5,43.0,202212,1.649
41.5,43.0,202213,4.1225
41.5,43.0,202301,2.148
41.5,43.0,202302,2.6798
41.5,43.0,202303,2.9225
41.5,43.0,202304,4.3747
41.5,43.0,202305,5.1276
41.5,43.0,202306,5.6306
41.5,43.0,202307,6.673
41.5,43.0,202308,6.3833
41.5,43.0,202309,4.6798
41.5,43.0,202310,3.1603
41.5,43.0,202311,2.0057
41.5,43.0,202312,1.5826
41.5,43.0,202313,3.9552
41.5,43.0,202401,1.8667
41.5,43.0,202402,2.8982
41.5,43.0,202403,3.1162
41.5,43.0,202404,5.5757
41.5,43.0,202405,4.7798
41.5,43.0,202406,6.7313
41.5,43.0,202407,5.7799
41.5,43.0,202408,5.8937
41.5,43.0,202409,4.5341
41.5,43.0,202410,3.1238
41.5,43.0,202411,2.2745
41.5,43.0,202412,1.8878
41.5,43.0,202413,4.0366
41.5,43.0,202501,2.4406
41.5,43.0,202502,3.2947
41.5,43.0,202503,4.5305
41.5,43.0,202504,4.1225
41.5,43.0,202505,5.7828
41.5,43.0,202506,6.5518
41.5,43.0,202507,6.3026
41.5,43.0,202508,6.1682
41.5,43.0,202509,4.1554
41.5,43.0,202510,3.2098
41.5,43.0,202511,2.6268
41.5,43.0,202512,1.6284
41.5,43.0,202513,4.2408
41.5,43.25,201501,2.01
41.5,43.25,201502,3.462
41.5,43.25,201503,3.8222
41.5,43.25,201504,4.2982
41.5,43.25,201505,5.2529
41.5,43.25,201506,6.2837
41.5,43.25,201507,6.3631
41.5,43.25,201508,5.9837
41.5,43.25,201509,5.1641
41.5,43.25,201510,2.5855
41.5,43.25,201511,2.0378
41.5,43.25,201512,1.6546
41.5,43.25,201513,4.0776
41.5,43.25,201601,1.981
41.5,43.25,201602,3.1997
41.5,43.25,201603,3.7085
41.5,43.25,201604,5.1113
41.5,43.25,201605,5.0028
41.5,43.25,201606,5.855
41.5,43.25,201607,6.097
41.5,43.25,201608,6.2978
41.5,43.25,201609,4.3622
41.5,43.25,201610,2.9779
41.5,43.25,201611,2.1936
41.5,43.25,201612,1.6313
41.5,43.25,201613,4.0356
41.5,43.25,201701,2.1497
41.5,43.25,201702,3.6722
41.5,43.25,201703,4.2883
41.5,43.25,201704,5.1869
41.5,43.25,201705,5.0722
41.5,43.25,201706,6.5414
41.5,43.25,201707,6.7195
41.5,43.25,201708,6.4438
41.5,43.25,201709,5.0174
41.5,43.25,201710,2.9652
41.5,43.25,201711,2.0513
41.5,43.25,201712,1.8389
41.5,43.25,201713,4.3303
41.5,43.25,201801,1.9178
41.5,43.25,201802,3.1793
41.5,43.25,201803,3.2561
41.5,43.25,201804,5.6882
41.5,43.25,201805,4.993
41.5,43.25,201806,6.3173
41.5,43.25,201807,6.5573
41.5,43.25,201808,5.3328
41.5,43.25,201809,4.6968
41.5,43.25,201810,3.4358
41.5,43.25,201811,2.0256
41.5,43.25,201812,1.391
41.5,43.25,201813,4.0666
41.5,43.25,201901,1.9968
41.5,43.25,201902,3.3806
41.5,43.25,201903,3.7454
41.5,43.25,201904,4.7258
41.5,43.25,201905,6.2198
41.5,43.25,201906,6.047
41.5,43.25,201907,6.4054
41.5,43.25,201908,5.9066
41.5,43.25,201909,4.409
41.5,43.25,201910,3.7817
41.5,43.25,201911,2.5558
41.5,43.25,201912,1.7954
41.5,43.25,201913,4.2526
41.5,43.25,202001,1.9982
41.5,43.25,202002,2.819
41.5,43.25,202003,3.6595
41.5,43.25,202004,4.7714
41.5,43.25,202005,5.6093
41.5,43.25,202006,6.6403
41.5,43.25,202007,6.3619
41.5,43.25,202008,5.9575
41.5,43.25,202009,4.9795
41.5,43.25,202010,3.8705
41.5,43.25,202011,1.997
41.5,43.25,202012,1.8331
41.5,43.25,202013,4.2115
41.5,43.25,202101,1.8734
41.5,43.25,202102,3.0235
41.5,43.25,202103,3.5719
41.5,43.25,202104,4.8101
41.5,43.25,202105,6.3442
41.5,43.25,202106,6.714
41.5,43.25,202107,6.1889
41.5,43.25,202108,5.923
41.5,43.25,202109,4.2641
41.5,43.25,202110,3.1013
41.5,43.25,202111,2.2555
41.5,43.25,202112,1.6694
41.5,43.25,202113,4.1501
41.5,43.25,202201,2.0558
41.5,43.25,202202,2.8656
41.5,43.25,202203,3.5422
41.5,43.25,202204,4.9678
41.5,43.25,202205,5.4859
41.5,43.25,202206,5.7538
41.5,43.25,202207,6.6079
41.5,43.25,202208,6.4843
41.5,43.25,202209,4.7208
41.5,43.25,202210,3.1481
41.5,43.25,202211,2.1007
41.5,43.25,202212,1.649
41.5,43.25,202213,4.1225
41.5,43.25,202301,2.148
41.5,43.25,202302,2.6798
41.5,43.25,202303,2.9225
41.5,43.25,202304,4.3747
41.5,43.25,202305,5.1276
41.5,43.25,202306,5.6306
41.5,43.25,202307,6.673
41.5,43.25,202308,6.3833
41.5,43.25,202309,4.6798
41.5,43.25,202310,3.1603
41.5,43.25,202311,2.0057
41.5,43.25,202312,1.5826
41.5,43.25,202313,3.9552
41.5,43.25,202401,1.8667
41.5,43.25,202402,2.8982
41.5,43.25,202403,3.1162
41.5,43.25,202404,5.5757
41.5,43.25,202405,4.7798
41.5,43.25,202406,6.7313
41.5,43.25,202407,5.7799
41.5,43.25,202408,5.8937
41.5,43.25,202409,4.5341
41.5,43.25,202410,3.1238
41.5,43.25,202411,2.2745
41.5,43.25,202412,1.8878
41.5,43.25,202413,4.0366
41.5,43.25,202501,2.4406
41.5,43.25,202502,3.2947
41.5,43.25,202503,4.5305
41.5,43.25,202504,4.1225
41.5,43.25,202505,5.7828
41.5,43.25,202506,6.5518
41.5,43.25,202507,6.3026
41.5,43.25,202508,6.1682
41.5,43.25,202509,4.1554
41.5,43.25,202510,3.2098
41.5,43.25,202511,2.6268
41.5,43.25,202512,1.6284
41.5,43.25,202513,4.2408
41.5,43.5,201501,2.01
41.5,43.5,201502,3.462
41.5,43.5,201503,3.8222
41.5,43.5,201504,4.2982
41.5,43.5,201505,5.2529
41.5,43.5,201506,6.2837
41.5,43.5,201507,6.3631
41.5,43.5,201508,5.9837
41.5,43.5,201509,5.1641
41.5,43.5,201510,2.5855
41.5,43.5,201511,2.0378
41.5,43.5,201512,1.6546
41.5,43.5,201513,4.0776
41.5,43.5,201601,1.981
41.5,43.5,201602,3.1997
41.5,43.5,201603,3.7085
41.5,43.5,201604,5.1113
41.5,43.5,201605,5.0028
41.5,43.5,201606,5.855
41.5,43.5,201607,6.097
41.5,43.5,201608,6.2978
41.5,43.5,201609,4.3622
41.5,43.5,201610,2.9779
41.5,43.5,201611,2.1936
41.5,43.5,201612,1.6313
41.5,43.5,201613,4.0356
41.5,43.5,201701,2.1497
41.5,43.5,201702,3.6722
41.5,43.5,201703,4.2883
41.5,43.5,201704,5.1869
41.5,43.5,201705,5.0722
41.5,43.5,201706,6.5414
41.5,43.5,201707,6.7195
41.5,43.5,201708,6.4438
41.5,43.5,201709,5.0174
41.5,43.5,201710,2.9652
41.5,43.5,201711,2.0513
41.5,43.5,201712,1.8389
41.5,43.5,201713,4.3303
41.5,43.5,201801,1.9178
41.5,43.5,201802,3.1793
41.5,43.5,201803,3.2561
41.5,43.5,201804,5.6882
41.5,43.5,201805,4.993
41.5,43.5,201806,6.3173
41.5,43.5,201807,6.5573
41.5,43.5,201808,5.3328
41.5,43.5,201809,4.6968
41.5,43.5,201810,3.4358
41.5,43.5,201811,2.0256
41.5,43.5,201812,1.391
41.5,43.5,201813,4.0666
41.5,43.5,201901,1.9968
41.5,43.5,201902,3.3806
41.5,43.5,201903,3.7454
41.5,43.5,201904,4.7258
41.5,43.5,201905,6.2198
41.5,43.5,201906,6.047
41.5,43.5,201907,6.4054
41.5,43.5,201908,5.9066
41.5,43.5,201909,4.409
41.5,43.5,201910,3.7817
41.5,43.5,201911,2.5558
41.5,43.5,201912,1.7954
41.5,43.5,201913,4.2526
41.5,43.5,202001,1.9982
41.5,43.5,202002,2.819
41.5,43.5,202003,3.6595
41.5,43.5,202004,4.7714
41.5,43.5,202005,5.6093
41.5,43.5,202006,6.6403
41.5,43.5,202007,6.3619
41.5,43.5,202008,5.9575
41.5,43.5,202009,4.9795
41.5,43.5,202010,3.8705
41.5,43.5,202011,1.997
41.5,43.5,202012,1.8331
41.5,43.5,202013,4.2115
41.5,43.5,202101,1.8734
41.5,43.5,202102,3.0235
41.5,43.5,202103,3.5719
41.5,43.5,202104,4.8101
41.5,43.5,202105,6.3442
41.5,43.5,202106,6.714
41.5,43.5,202107,6.1889
41.5,43.5,202108,5.923
41.5,43.5,202109,4.2641
41.5,43.5,202110,3.1013
41.5,43.5,202111,2.2555
41.5,43.5,202112,1.6694
41.5,43.5,202113,4.1501
41.5,43.5,202201,2.0558
41.5,43.5,202202,2.8656
41.5,43.5,202203,3.5422
41.5,43.5,202204,4.9678
41.5,43.5,202205,5.4859
41.5,43.5,202206,5.7538
41.5,43.5,202207,6.6079
41.5,43.5,202208,6.4843
41.5,43.5,202209,4.7208
41.5,43.5,202210,3.1481
41.5,43.5,202211,2.1007
41.5,43.5,202212,1.649
41.5,43.5,202213,4.1225
41.5,43.5,202301,2.148
41.5,43.5,202302,2.6798
41.5,43.5,202303,2.9225
41.5,43.5,202304,4.3747
41.5,43.5,202305,5.1276
41.5,43.5,202306,5.6306
41.5,43.5,202307,6.673
41.5,43.5,202308,6.3833
41.5,43.5,202309,4.6798
41.5,43.5,202310,3.1603
41.5,43.5,202311,2.0057
41.5,43.5,202312,1.5826
41.5,43.5,202313,3.9552
41.5,43.5,202401,1.8667
41.5,43.5,202402,2.8982
41.5,43.5,202403,3.1162
41.5,43.5,202404,5.5757
41.5,43.5,202405,4.7798
41.5,43.5,202406,6.7313
41.5,43.5,202407,5.7799
41.5,43.5,202408,5.8937
41.5,43.5,202409,4.5341
41.5,43.5,202410,3.1238
41.5,43.5,202411,2.2745
41.5,43.5,202412,1.8878
41.5,43.5,202413,4.0366
41.5,43.5,202501,2.4406
41.5,43.5,202502,3.2947
41.5,43.5,202503,4.5305
41.5,43.5,202504,4.1225
41.5,43.5,202505,5.7828
41.5,43.5,202506,6.5518
41.5,43.5,202507,6.3026
41.5,43.5,202508,6.1682
41.5,43.5,202509,4.1554
41.5,43.5,202510,3.2098
41.5,43.5,202511,2.6268
41.5,43.5,202512,1.6284
41.5,43.5,202513,4.2408
41.5,43.75,201501,2.01
41.5,43.75,201502,3.462
41.5,43.75,201503,3.8222
41.5,43.75,201504,4.2982
41.5,43.75,201505,5.2529
41.5,43.75,201506,6.2837
41.5,43.75,201507,6.3631
41.5,43.75,201508,5.9837
41.5,43.75,201509,5.1641
41.5,43.75,201510,2.5855
41.5,43.75,201511,2.0378
41.5,43.75,201512,1.6546
41.5,43.75,201513,4.0776
41.5,43.75,201601,1.981
41.5,43.75,201602,3.1997
41.5,43.75,201603,3.7085
41.5,43.75,201604,5.1113
41.5,43.75,201605,5.0028
41.5,43.75,201606,5.855
41.5,43.75,201607,6.097
41.5,43.75,201608,6.2978
41.5,43.75,201609,4.3622
41.5,43.75,201610,2.9779
41.5,43.75,201611,2.1936
41.5,43.75,201612,1.6313
41.5,43.75,201613,4.0356
41.5,43.75,201701,2.1497
41.5,43.75,201702,3.6722
41.5,43.75,201703,4.2883
41.5,43.75,201704,5.1869
41.5,43.75,201705,5.0722
41.5,43.75,201706,6.5414
41.5,43.75,201707,6.7195
41.5,43.75,201708,6.4438
41.5,43.75,201709,5.0174
41.5,43.75,201710,2.9652
41.5,43.75,201711,2.0513
41.5,43.75,201712,1.8389
41.5,43.75,201713,4.3303
41.5,43.75,201801,1.9178
41.5,43.75,201802,3.1793
41.5,43.75,201803,3.2561
41.5,43.75,201804,5.6882
41.5,43.75,201805,4.993
41.5,43.75,201806,6.3173
41.5,43.75,201807,6.5573
41.5,43.75,201808,5.3328
41.5,43.75,201809,4.6968
41.5,43.75,201810,3.4358
41.5,43.75,201811,2.0256
41.5,43.75,201812,1.391
41.5,43.75,201813,4.0666
41.5,43.75,201901,1.9968
41.5,43.75,201902,3.3806
41.5,43.75,201903,3.7454
41.5,43.75,201904,4.7258
41.5,43.75,201905,6.2198
41.5,43.75,201906,6.047
41.5,43.75,201907,6.4054
41.5,43.75,201908,5.9066
41.5,43.75,201909,4.409
41.5,43.75,201910,3.7817
41.5,43.75,201911,2.5558
41.5,43.75,201912,1.7954
41.5,43.75,201913,4.2526
41.5,43.75,202001,1.9982
41.5,43.75,202002,2.819
41.5,43.75,202003,3.6595
41.5,43.75,202004,4.7714
41.5,43.75,202005,5.6093
41.5,43.75,202006,6.6403
41.5,43.75,202007,6.3619
41.5,43.75,202008,5.9575
41.5,43.75,202009,4.9795
41.5,43.75,202010,3.8705
41.5,43.75,202011,1.997
41.5,43.75,202012,1.8331
41.5,43.75,202013,4.2115
41.5,43.75,202101,1.8734
41.5,43.75,202102,3.0235
41.5,43.75,202103,3.5719
41.5,43.75,202104,4.8101
41.5,43.75,202105,6.3442
41.5,43.75,202106,6.714
41.5,43.75,202107,6.1889
41.5,43.75,202108,5.923
41.5,43.75,202109,4.2641
41.5,43.75,202110,3.1013
41.5,43.75,202111,2.2555
41.5,43.75,202112,1.6694
41.5,43.75,202113,4.1501
41.5,43.75,202201,2.0558
41.5,43.75,202202,2.8656
41.5,43.75,202203,3.5422
41.5,43.75,202204,4.9678
41.5,43.75,202205,5.4859
41.5,43.75,202206,5.7538
41.5,43.75,202207,6.6079
41.5,43.75,202208,6.4843
41.5,43.75,202209,4.7208
41.5,43.75,202210,3.1481
41.5,43.75,202211,2.1007
41.5,43.75,202212,1.649
41.5,43.75,202213,4.1225
41.5,43.75,202301,2.148
41.5,43.75,202302,2.6798
41.5,43.75,202303,2.9225
