latitude,longitude,month,ghi_monthly,dni_monthly,dif_monthly
41.5,44.25,11.0,1.9556010019443837,1.604255778710251,0.9297391130491292
41.5,44.25,12.0,1.4667007514582877,1.2031918340326881,0.6973043347868468
41.5,44.5,1.0,1.8891355021835285,1.7453708990150703,0.8539335148413771
41.5,44.5,2.0,2.672925763727759,2.469514144351111,1.2082250795096083
41.5,44.5,3.0,3.4064730597883845,3.147237950883558,1.5398056464426964
41.5,44.5,4.0,4.622352824491612,4.270588369930491,2.089411791633157
41.5,44.5,5.0,5.37599730674568,4.966879951984376,2.430076757660302
41.5,44.5,6.0,6.230127719966957,5.756010411645446,2.8161637191577333
41.5,44.5,7.0,6.0994960097095845,5.635319870756105,2.7571151250463615
41.5,44.5,8.0,5.70760087893747,5.273248248088085,2.579969342712246
41.5,44.5,9.0,4.220409100622778,3.8992328595017534,1.907723809752013
41.5,44.5,10.0,3.0447237083064316,2.813017991497693,1.3762864627496665
41.5,44.5,11.0,2.1704961088917143,2.005319756315188,0.9811151021581783
41.5,44.5,12.0,1.6278720816687855,1.5039898172363906,0.7358363266186336
41.5,44.75,1.0,1.9319284492746336,1.7963376252547552,0.8577800699512061
41.5,44.75,2.0,2.7334732314204926,2.541626639988112,1.2136675457820258
41.5,44.75,3.0,3.4836369377877707,3.239140717879586,1.5467417218801007
41.5,44.75,4.0,4.727058971629423,4.395294189453124,2.0988235754125255
41.5,44.75,5.0,5.497775108308133,5.111918242081352,2.4410230714036985
41.5,44.75,6.0,6.371253396544005,5.924092168393343,2.828849166860361
41.5,44.75,7.0,6.2376625995196955,5.799877332604449,2.769534587555224
41.5,44.75,8.0,5.836890208446766,5.4272328252377715,2.5915908496398146
41.5,44.75,9.0,4.3160103654007775,4.013094694718071,1.9163171775505672
41.5,44.75,10.0,3.1136931921819895,2.895161172618036,1.3824859638043374
41.5,44.75,11.0,2.219662473634686,2.063877271569294,0.9855345484545774
41.5,44.75,12.0,1.6647468552260143,1.5479079536769702,0.739150911340933
41.5,45.0,1.0,1.9266370985243055,1.8057481553819446,0.84195556640625
41.5,45.0,2.0,2.619022305806478,2.4546888987223308,1.1445333480834963
41.5,45.0,3.0,3.502064309296785,3.2823234699390555,1.5304296493530276
