latitude,longitude,month,pvgis_poa
42.25,42.0,6,5.951877192982456
42.25,42.0,7,5.637198641765704
42.25,42.0,8,5.588471986417657
42.25,42.0,9,4.3533333333333335
42.25,42.0,10,3.013599320882852
42.25,42.0,11,2.0085438596491225
42.25,42.0,12,1.4938709677419355
42.25,42.25,1,1.5683701188455008
42.25,42.25,2,2.3309210526315787
42.25,42.25,3,3.1109168081494056
42.25,42.25,4,4.382228070175438
42.25,42.25,5,5.321680814940578
42.25,42.25,6,6.005578947368421
42.25,42.25,7,5.739932088285229
42.25,42.25,8,5.69314091680815
42.25,42.25,9,4.4018070175438595
42.25,42.25,10,3.0300848896434633
42.25,42.25,11,1.9979824561403505
42.25,42.25,12,1.4999660441426148
42.25,42.5,1,1.6168590831918506
42.25,42.5,2,2.3702067669172933
42.25,42.5,3,3.1684550084889644
42.25,42.5,4,4.446684210526316
42.25,42.5,5,5.32760611205433
42.25,42.5,6,6.014473684210526
42.25,42.5,7,5.812512733446519
42.25,42.5,8,5.722903225806451
42.25,42.5,9,4.4537894736842105
42.25,42.5,10,3.0801867572156194
42.25,42.5,11,2.0263859649122806
42.25,42.5,12,1.533616298811545
42.25,42.75,1,1.6712563667232598
42.25,42.75,2,2.421992481203007
42.25,42.75,3,3.1680814940577253
42.25,42.75,4,4.449087719298245
42.25,42.75,5,5.297538200339559
42.25,42.75,6,5.9953508771929815
42.25,42.75,7,5.853548387096774
42.25,42.75,8,5.812105263157894
42.25,42.75,9,4.578280701754386
42.25,42.75,10,3.1995755517826825
42.25,42.75,11,2.1232105263157894
42.25,42.75,12,1.6129202037351442
42.25,43.0,1,1.6763157894736842
42.25,43.0,2,2.4365601503759398
42.25,43.0,3,3.194923599320883
42.25,43.0,4,4.471877192982456
42.25,43.0,5,5.313718166383701
42.25,43.0,6,6.060105263157895
42.25,43.0,7,5.952478777589135
42.25,43.0,8,5.931307300509338
42.25,43.0,9,4.6741403508771935
42.25,43.0,10,3.247911714770798
42.25,43.0,11,2.1407368421052633
42.25,43.0,12,1.6171646859083193
42.25,43.25,1,1.8908828522920205
42.25,43.25,2,2.8087218045112783
42.25,43.25,3,3.3349066213921903
42.25,43.25,4,4.497122807017544
42.25,43.25,5,5.269694397283531
42.25,43.25,6,5.9206666666666665
42.25,43.25,7,5.87774193548387
42.25,43.25,8,5.999422750424448
42.25,43.25,9,4.827719298245614
42.25,43.25,10,3.4528013582342956
42.25,43.25,11,2.351087719298246
42.25,43.25,12,1.7635993208828524
42.25,43.5,1,2.0193548387096776
42.25,43.5,2,2.907857142857143
42.25,43.5,3,3.4669439728353137
42.25,43.5,4,4.475140350877193
42.25,43.5,5,5.226078098471986
42.25,43.5,6,5.915350877192982
42.25,43.5,7,5.903531409168083
42.25,43.5,8,6.0559252971137525
42.25,43.5,9,4.8207543859649125
42.25,43.5,10,3.442207130730051
42.25,43.5,11,2.3450877192982458
42.25,43.5,12,1.841460101867572
42.25,43.75,1,1.9491511035653648
42.25,43.75,2,2.8338909774436094
42.25,43.75,3,3.61634974533107
42.25,43.75,4,4.755052631578947
42.25,43.75,5,5.675568760611205
42.25,43.75,6,6.531105263157895
42.25,43.75,7,6.602342954159592
42.25,43.75,8,6.293429541595925
42.25,43.75,9,4.927789473684211
42.25,43.75,10,3.430458404074703
42.25,43.75,11,2.290368421052632
42.25,43.75,12,1.7423599320882852
42.25,44.0,1,2.9597453310696094
42.25,44.0,2,3.8744736842105256
42.25,44.0,3,4.441018675721562
42.25,44.0,4,5.112912280701754
42.25,44.0,5,5.499711375212224
42.25,44.0,6,5.990631578947369
42.25,44.0,7,6.190594227504245
42.25,44.0,8,6.442224108658744
42.25,44.0,9,5.759228070175439
42.25,44.0,10,4.61616298811545
42.25,44.0,11,3.6288421052631583
42.25,44.0,12,2.885993208828523
42.25,44.25,1,2.3065534804753822
42.25,44.25,2,3.2804135338345866
42.25,44.25,3,3.709881154499151
42.25,44.25,4,4.575561403508773
42.25,44.25,5,5.339575551782683
42.25,44.25,6,6.119491228070175
42.25,44.25,7,6.321578947368421
42.25,44.25,8,6.317928692699491
42.25,44.25,9,5.043333333333333
42.25,44.25,10,3.6385229202037355
42.25,44.25,11,2.599877192982456
42.25,44.25,12,2.0865874363327674
42.25,44.5,1,1.928641765704584
42.25,44.5,2,3.059812030075188
42.25,44.5,3,3.7441086587436327
42.25,44.5,4,4.570491228070176
42.25,44.5,5,5.410237691001698
42.25,44.5,6,6.173842105263159
42.25,44.5,7,6.358217317487266
42.25,44.5,8,6.102971137521223
42.25,44.5,9,4.798473684210526
42.25,44.5,10,3.351205432937182
42.25,44.5,11,2.296421052631579
42.25,44.5,12,1.6374363327674024
42.25,44.75,1,2.949303904923599
42.25,44.75,2,3.7688345864661654
42.25,44.75,3,3.9468930390492356
42.25,44.75,4,4.465771929824561
42.25,44.75,5,5.160322580645161
42.25,44.75,6,5.871280701754386
42.25,44.75,7,6.032563667232598
42.25,44.75,8,6.103684210526317
42.25,44.75,9,5.02959649122807
42.25,44.75,10,3.9539728353140915
42.25,44.75,11,3.134035087719298
42.25,44.75,12,2.8561120543293717
42.25,45.0,1,2.776502546689304
42.25,45.0,2,3.434078947368421
42.25,45.0,3,3.7751952461799663
42.25,45.0,4,4.284754385964913
42.25,45.0,5,4.913429541595925
42.25,45.0,6,5.741701754385965
42.25,45.0,7,5.880152801358234
42.25,45.0,8,5.8408658743633275
42.25,45.0,9,4.567157894736842
42.25,45.0,10,3.399949066213922
42.25,45.0,11,2.629421052631579
42.25,45.0,12,2.650237691001698
42.25,45.25,1,2.375042444821732
42.25,45.25,2,3.2412593984962403
42.25,45.25,3,3.6649745331069608
42.25,45.25,4,4.40778947368421
42.25,45.25,5,5.44974533106961
42.25,45.25,6,6.2545438596491225
42.25,45.25,7,6.358726655348048
42.25,45.25,8,6.196943972835315
42.25,45.25,9,4.840210526315789
42.25,45.25,10,3.387402376910017
42.25,45.25,11,2.5420877192982454
42.25,45.25,12,2.0518845500848895
42.25,45.5,1,2.8767572156196946
42.25,45.5,2,3.69984962406015
42.25,45.5,3,4.5620373514431245
42.25,45.5,4,4.83959649122807
42.25,45.5,5,4.72679117147708
42.25,45.5,6,5.139614035087719
42.25,45.5,7,5.068607809847198
42.25,45.5,8,5.423752122241087
42.25,45.5,9,4.185280701754386
42.25,45.5,10,3.183480475382003
42.25,45.5,11,2.6493157894736843
42.25,45.5,12,2.596485568760611
42.5,41.75,1,1.5734634974533106
42.5,41.75,2,2.3173496240601503
42.5,41.75,3,3.0755857385398984
42.5,41.75,4,4.33059649122807
42.5,41.75,5,5.314974533106961
42.5,41.75,6,5.916526315789474
42.5,41.75,7,5.57949066213922
42.5,41.75,8,5.601239388794567
42.5,41.75,9,4.3909473684210525
42.5,41.75,10,3.06276740237691
42.5,41.75,11,2.0067719298245614
42.5,41.75,12,1.5189473684210526
42.5,42.0,1,1.9047877758913414
42.5,42.0,2,2.676672932330827
42.5,42.0,3,3.3384210526315785
42.5,42.0,4,4.535421052631579
42.5,42.0,5,5.375195246179966
42.5,42.0,6,5.907333333333333
42.5,42.0,7,5.569422750424448
42.5,42.0,8,5.840611205432937
42.5,42.0,9,4.80719298245614
42.5,42.0,10,3.5594736842105266
42.5,42.0,11,2.462105263157895
42.5,42.0,12,1.916943972835314
42.5,42.25,1,1.8514431239388793
42.5,42.25,2,2.61046992481203
42.5,42.25,3,3.2419354838709675
42.5,42.25,4,4.421578947368421
42.5,42.25,5,5.288760611205432
42.5,42.25,6,5.785228070175438
42.5,42.25,7,5.421952461799661
42.5,42.25,8,5.742156196943973
42.5,42.25,9,4.713789473684211
42.5,42.25,10,3.465772495755518
42.5,42.25,11,2.3994736842105264
42.5,42.25,12,1.848234295415959
42.5,42.5,1,1.7614940577249576
42.5,42.5,2,2.568947368421053
42.5,42.5,3,3.175704584040747
42.5,42.5,4,4.445877192982456
42.5,42.5,5,5.316994906621392
42.5,42.5,6,5.91778947368421
42.5,42.5,7,5.619337860780984
42.5,42.5,8,5.806876061120543
42.5,42.5,9,4.657438596491228
42.5,42.5,10,3.303310696095077
42.5,42.5,11,2.2045964912280698
42.5,42.5,12,1.7164176570458405
42.5,42.75,1,1.8913921901528012
42.5,42.75,2,2.7378007518796994
42.5,42.75,3,3.2862648556876057
42.5,42.75,4,4.52459649122807
42.5,42.75,5,5.298319185059423
42.5,42.75,6,5.869368421052632
42.5,42.75,7,5.628251273344652
42.5,42.75,8,5.95
42.5,42.75,9,4.855105263157895
42.5,42.75,10,3.5518845500848895
42.5,42.75,11,2.4499649122807017
42.5,42.75,12,1.8263497453310698
42.5,43.0,1,1.9299490662139218
42.5,43.0,2,2.83046992481203
42.5,43.0,3,3.280560271646859
42.5,43.0,4,4.410859649122807
42.5,43.0,5,5.1289134125636675
42.5,43.0,6,5.85159649122807
42.5,43.0,7,5.79188455008489
42.5,43.0,8,5.895755517826824
42.5,43.0,9,4.593807017543861
42.5,43.0,10,3.3430050933786077
42.5,43.0,11,2.2532631578947364
42.5,43.0,12,1.8206621392190154
42.5,43.25,1,2.2372665534804757
42.5,43.25,2,3.1900939849624064
42.5,43.25,3,3.5926146010186764
42.5,43.25,4,4.482473684210527
42.5,43.25,5,4.917402376910017
42.5,43.25,6,5.464245614035088
42.5,43.25,7,5.442801358234296
42.5,43.25,8,5.865246179966045
42.5,43.25,9,4.697421052631579
42.5,43.25,10,3.64811544991511
42.5,43.25,11,2.5623684210526316
42.5,43.25,12,2.147589134125637
42.5,43.5,1,2.4958064516129035
42.5,43.5,2,3.4666917293233084
42.5,43.5,3,3.7888455008488964
42.5,43.5,4,4.5879473684210526
42.5,43.5,5,4.740899830220713
42.5,43.5,6,5.182543859649123
42.5,43.5,7,5.2400169779286925
42.5,43.5,8,5.774991511035654
42.5,43.5,9,4.651491228070175
42.5,43.5,10,3.6834804753820034
42.5,43.5,11,2.6047543859649123
42.5,43.5,12,2.2448726655348046
42.5,43.75,1,2.7642444821731744
42.5,43.75,2,3.9044360902255635
42.5,43.75,3,4.296604414261459
42.5,43.75,4,4.8236140350877195
42.5,43.75,5,5.019643463497453
42.5,43.75,6,5.549947368421052
42.5,43.75,7,5.748913412563668
42.5,43.75,8,6.048811544991511
42.5,43.75,9,4.771333333333333
42.5,43.75,10,3.740152801358234
42.5,43.75,11,2.716333333333333
42.5,43.75,12,2.4283361629881153
42.5,44.0,1,2.5602037351443125
42.5,44.0,2,3.5812593984962406
42.5,44.0,3,4.269354838709678
42.5,44.0,4,5.08259649122807
42.5,44.0,5,5.1215789473684215
42.5,44.0,6,5.565912280701754
42.5,44.0,7,5.738098471986417
42.5,44.0,8,5.929235993208829
42.5,44.0,9,4.70719298245614
42.5,44.0,10,3.4714940577249576
42.5,44.0,11,2.5985614035087723
42.5,44.0,12,2.3792529711375208
42.5,44.25,1,2.1651103565365024
42.5,44.25,2,3.35546992481203
42.5,44.25,3,4.700967741935483
42.5,44.25,4,5.447614035087719
42.5,44.25,5,4.978641765704585
42.5,44.25,6,4.887385964912281
42.5,44.25,7,5.0634125636672325
42.5,44.25,8,5.408522920203734
42.5,44.25,9,4.465684210526316
42.5,44.25,10,3.3885908319185063
42.5,44.25,11,2.4553508771929824
42.5,44.25,12,1.4693548387096773
42.5,44.5,1,2.6828692699490664
42.5,44.5,2,3.6835526315789475
42.5,44.5,3,4.41490662139219
42.5,44.5,4,4.861701754385964
42.5,44.5,5,4.877623089983022
42.5,44.5,6,5.371070175438596
42.5,44.5,7,5.610509337860781
42.5,44.5,8,5.673582342954159
42.5,44.5,9,4.545473684210526
42.5,44.5,10,3.5001358234295417
42.5,44.5,11,2.819017543859649
42.5,44.5,12,2.414193548387097
42.5,44.75,1,2.486943972835314
42.5,44.75,2,3.201973684210526
42.5,44.75,3,4.056264855687606
42.5,44.75,4,4.715157894736842
42.5,44.75,5,4.901052631578947
42.5,44.75,6,5.6009473684210525
42.5,44.75,7,5.785365025466893
42.5,44.75,8,5.721578947368421
42.5,44.75,9,4.408456140350878
42.5,44.75,10,3.3263157894736843
42.5,44.75,11,2.4694912280701757
42.5,44.75,12,2.1748896434634974
42.5,45.0,1,0.8521392190152801
42.5,45.0,2,3.05468045112782
42.5,45.0,3,4.349558573853989
42.5,45.0,4,4.941561403508772
42.5,45.0,5,4.903463497453311
42.5,45.0,6,5.487438596491229
42.5,45.0,7,5.691850594227504
42.5,45.0,8,5.875857385398981
42.5,45.0,9,4.6491228070175445
42.5,45.0,10,3.4300679117147705
42.5,45.0,11,1.5474210526315788
42.5,45.0,12,0.6560780984719864
42.5,45.25,1,1.3011035653650256
42.5,45.25,2,2.228984962406015
42.5,45.25,3,3.7771307300509336
42.5,45.25,4,4.837508771929825
42.5,45.25,5,5.031052631578947
42.5,45.25,6,5.155192982456141
42.5,45.25,7,5.193718166383701
42.5,45.25,8,5.41893039049236
42.5,45.25,9,3.9277543859649118
42.5,45.25,10,2.802750424448217
42.5,45.25,11,1.8322280701754385
42.5,45.25,12,1.125874363327674
42.5,45.5,1,2.569456706281834
42.5,45.5,2,3.428345864661654
42.5,45.5,3,4.903633276740238
42.5,45.5,4,5.239859649122806
42.5,45.5,5,4.951052631578948
42.5,45.5,6,5.358666666666666
42.5,45.5,7,5.70081494057725
42.5,45.5,8,6.081969439728353
42.5,45.5,9,5.138491228070176
42.5,45.5,10,3.9679966044142616
42.5,45.5,11,3.2888070175438595
42.5,45.5,12,2.670033955857386
42.75,41.5,1,1.6552801358234297
42.75,41.5,2,2.3960338345864662
42.75,41.5,3,3.1097113752122243
42.75,41.5,4,4.339228070175439
42.75,41.5,5,5.364855687606112
42.75,41.5,6,6.156298245614035
42.75,41.5,7,5.9799151103565364
42.75,41.5,8,5.824159592529711
42.75,41.5,9,4.572947368421053
42.75,41.5,10,3.201426146010187
42.75,41.5,11,2.0883508771929824
42.75,41.5,12,1.5893378607809847
42.75,41.75,1,1.633327674023769
42.75,41.75,2,2.380582706766917
42.75,41.75,3,3.0242105263157892
42.75,41.75,4,4.242087719298246
42.75,41.75,5,5.16251273344652
42.75,41.75,6,5.681947368421053
42.75,41.75,7,5.36446519524618
42.75,41.75,8,5.461358234295415
42.75,41.75,9,4.408385964912282
42.75,41.75,10,3.1401528013582345
42.75,41.75,11,2.061315789473684
42.75,41.75,12,1.5693548387096774
42.75,42.0,1,1.9378268251273345
42.75,42.0,2,2.858533834586466
42.75,42.0,3,3.21786078098472
42.75,42.0,4,4.3230350877192985
42.75,42.0,5,5.0186926994906615
42.75,42.0,6,5.38080701754386
42.75,42.0,7,5.000814940577249
42.75,42.0,8,5.362512733446519
42.75,42.0,9,4.5303859649122815
42.75,42.0,10,3.447453310696095
42.75,42.0,11,2.436631578947369
42.75,42.0,12,1.8671137521222412
42.75,42.25,1,2.3666893039049235
42.75,42.25,2,3.4084774436090224
42.75,42.25,3,3.552241086587436
42.75,42.25,4,4.585333333333334
42.75,42.25,5,5.012597623089984
42.75,42.25,6,5.217421052631579
42.75,42.25,7,4.930984719864176
42.75,42.25,8,5.533056027164687
42.75,42.25,9,4.825947368421053
42.75,42.25,10,3.848692699490662
42.75,42.25,11,2.8183157894736843
42.75,42.25,12,2.2920033955857386
42.75,42.5,1,2.2804244482173175
42.75,42.5,2,3.447199248120301
42.75,42.5,3,4.007555178268251
42.75,42.5,4,5.237035087719298
42.75,42.5,5,5.281392190152801
42.75,42.5,6,5.4189298245614035
42.75,42.5,7,5.377572156196944
42.75,42.5,8,5.601103565365026
42.75,42.5,9,4.482228070175438
42.75,42.5,10,3.3202546689303905
42.75,42.5,11,2.319666666666667
42.75,42.5,12,2.1338539898132427
42.75,42.75,1,0.7696434634974533
42.75,42.75,2,1.8403383458646616
42.75,42.75,3,3.0347198641765702
42.75,42.75,4,4.356754385964913
42.75,42.75,5,4.983123938879457
42.75,42.75,6,5.547701754385965
42.75,42.75,7,5.516977928692699
42.75,42.75,8,5.753225806451613
42.75,42.75,9,4.025912280701754
42.75,42.75,10,2.6915449915110354
42.75,42.75,11,0.9595964912280702
42.75,42.75,12,0.6682342954159592
42.75,43.0,1,2.440848896434635
42.75,43.0,2,3.623872180451128
42.75,43.0,3,4.3193718166383706
42.75,43.0,4,5.335298245614036
42.75,43.0,5,5.12446519524618
42.75,43.0,6,5.0730350877192985
42.75,43.0,7,5.086366723259762
42.75,43.0,8,5.481290322580644
42.75,43.0,9,4.41621052631579
42.75,43.0,10,3.420509337860781
42.75,43.0,11,2.3209122807017546
42.75,43.0,12,2.0921052631578947
42.75,43.25,1,2.7727504244482177
42.75,43.25,2,3.685394736842105
42.75,43.25,3,3.932359932088285
42.75,43.25,4,4.854315789473684
42.75,43.25,5,4.888404074702886
42.75,43.25,6,5.448333333333334
42.75,43.25,7,5.553820033955857
42.75,43.25,8,5.991765704584041
42.75,43.25,9,4.769210526315789
42.75,43.25,10,3.771680814940577
42.75,43.25,11,2.7479649122807017
42.75,43.25,12,2.4782173174872666
42.75,43.5,1,2.4840747028862475
42.75,43.5,2,3.629642857142857
42.75,43.5,3,4.178675721561969
42.75,43.5,4,4.923719298245614
42.75,43.5,5,4.74453310696095
42.75,43.5,6,5.1672631578947374
42.75,43.5,7,5.321986417657047
42.75,43.5,8,5.629066213921901
42.75,43.5,9,4.531789473684211
42.75,43.5,10,3.4909337860780982
42.75,43.5,11,2.5136315789473684
42.75,43.5,12,2.188692699490662
42.75,43.75,1,1.9821392190152802
42.75,43.75,2,2.828721804511278
42.75,43.75,3,4.190509337860782
42.75,43.75,4,5.593228070175439
42.75,43.75,5,5.730492359932089
42.75,43.75,6,5.595315789473684
42.75,43.75,7,5.7509337860780985
42.75,43.75,8,5.778896434634975
42.75,43.75,9,4.553912280701755
42.75,43.75,10,3.1439558573853987
42.75,43.75,11,2.0597719298245614
42.75,43.75,12,1.7737181663837012
43.0,41.0,1,1.5460780984719864
43.0,41.0,2,2.289041353383459
43.0,41.0,3,3.1003904923599324
43.0,41.0,4,4.391982456140351
43.0,41.0,5,5.548556876061121
43.0,41.0,6,6.473508771929825
43.0,41.0,7,6.382869269949065
43.0,41.0,8,6.0233276740237685
43.0,41.0,9,4.550719298245614
43.0,41.0,10,3.1248047538200336
43.0,41.0,11,1.9954912280701755
43.0,41.0,12,1.4732088285229203
43.0,41.25,1,1.8780645161290324
43.0,41.25,2,2.711691729323308
43.0,41.25,3,3.3003225806451613
43.0,41.25,4,4.430964912280702
43.0,41.25,5,5.3422580645161295
43.0,41.25,6,6.052385964912281
43.0,41.25,7,5.8504753820033955
43.0,41.25,8,6.064906621392191
43.0,41.25,9,4.965754385964912
43.0,41.25,10,3.701290322580645
43.0,41.25,11,2.525087719298246
43.0,41.25,12,1.914838709677419
43.0,41.5,1,1.7469949066213923
43.0,41.5,2,2.731936090225564
43.0,41.5,3,3.192699490662139
43.0,41.5,4,4.254631578947368
43.0,41.5,5,4.872020373514431
43.0,41.5,6,5.0940350877192975
43.0,41.5,7,4.805144312393888
43.0,41.5,8,5.357130730050933
43.0,41.5,9,4.646421052631579
43.0,41.5,10,3.5661290322580643
43.0,41.5,11,2.39140350877193
43.0,41.5,12,1.5649405772495755
43.0,41.75,1,0.8048726655348047
43.0,41.75,2,1.7434398496240602
43.0,41.75,3,3.0738200339558572
43.0,41.75,4,4.73678947368421
43.0,41.75,5,5.329881154499152
43.0,41.75,6,5.179421052631579
43.0,41.75,7,4.8376061120543286
43.0,41.75,8,4.731833616298812
43.0,41.75,9,3.397947368421052
43.0,41.75,10,2.1493039049235994
43.0,41.75,11,1.0365087719298245
43.0,41.75,12,0.6765874363327674
43.0,42.0,1,2.1314261460101864
43.0,42.0,2,3.2863533834586462
43.0,42.0,3,3.7093718166383702
43.0,42.0,4,4.777964912280702
43.0,42.0,5,5.040152801358234
43.0,42.0,6,5.45621052631579
43.0,42.0,7,5.546689303904923
43.0,42.0,8,5.679354838709678
43.0,42.0,9,4.459964912280701
43.0,42.0,10,3.3302716468590834
43.0,42.0,11,2.255175438596491
43.0,42.0,12,1.7522920203735144
43.0,42.25,1,2.6289813242784383
43.0,42.25,2,3.71406015037594
43.0,42.25,3,4.31339558573854
43.0,42.25,4,5.310122807017544
43.0,42.25,5,5.282852292020373
43.0,42.25,6,5.482894736842105
43.0,42.25,7,5.834702886247877
43.0,42.25,8,5.9203735144312395
43.0,42.25,9,4.879771929824561
43.0,42.25,10,3.748081494057725
43.0,42.25,11,2.706754385964912
43.0,42.25,12,2.3259083191850594
43.0,42.5,1,0.5432258064516129
43.0,42.5,2,1.0035526315789474
43.0,42.5,3,3.152665534804754
43.0,42.5,4,4.889087719298246
43.0,42.5,5,5.290662139219015
43.0,42.5,6,5.045894736842104
43.0,42.5,7,4.996485568760611
43.0,42.5,8,4.914431239388795
43.0,42.5,9,3.4678596491228073
43.0,42.5,10,1.9606281833616297
43.0,42.5,11,0.6554561403508772
43.0,42.5,12,0.4565025466893039
43.0,42.75,1,1.4231239388794568
43.0,42.75,2,2.359492481203007
43.0,42.75,3,3.766893039049236
43.0,42.75,4,5.207052631578947
43.0,42.75,5,5.243123938879457
43.0,42.75,6,5.134210526315789
43.0,42.75,7,5.382750424448217
43.0,42.75,8,5.42106960950764
43.0,42.75,9,4.009122807017544
43.0,42.75,10,2.717979626485569
43.0,42.75,11,1.8039122807017545
43.0,42.75,12,1.1460271646859084
43.0,43.0,1,2.0529881154499154
43.0,43.0,2,3.037593984962406
43.0,43.0,3,4.339219015280135
43.0,43.0,4,5.81819298245614
43.0,43.0,5,5.6598641765704585
43.0,43.0,6,5.6342456140350885
43.0,43.0,7,5.912920203735145
43.0,43.0,8,5.963327674023769
43.0,43.0,9,4.597526315789474
43.0,43.0,10,3.4653310696095074
43.0,43.0,11,2.1666315789473685
43.0,43.0,12,1.8040747028862476
43.25,40.5,1,1.8823429541595926
43.25,40.5,2,2.626842105263158
43.25,40.5,3,3.2679286926994906
43.25,40.5,4,4.495578947368421
43.25,40.5,5,5.553276740237691
43.25,40.5,6,6.326684210526316
43.25,40.5,7,6.283157894736841
43.25,40.5,8,6.316638370118846
43.25,40.5,9,4.949947368421052
43.25,40.5,10,3.6769100169779283
43.25,40.5,11,2.513894736842105
43.25,40.5,12,1.9049066213921904
43.25,40.75,1,2.2444991511035655
43.25,40.75,2,2.98234962406015
43.25,40.75,3,3.2063497453310696
43.25,40.75,4,4.134631578947369
43.25,40.75,5,4.764414261460102
43.25,40.75,6,5.119561403508772
43.25,40.75,7,5.090305602716469
43.25,40.75,8,5.594142614601019
43.25,40.75,9,4.697877192982457
43.25,40.75,10,3.953463497453311
43.25,40.75,11,3.0191929824561403
43.25,40.75,12,2.411001697792869
43.25,41.0,1,1.8561799660441427
43.25,41.0,2,2.6960902255639096
43.25,41.0,3,3.2104244482173177
43.25,41.0,4,4.3258947368421055
43.25,41.0,5,5.071273344651953
43.25,41.0,6,5.623912280701755
43.25,41.0,7,5.671714770797962
43.25,41.0,8,5.995382003395585
43.25,41.0,9,4.770561403508771
43.25,41.0,10,3.6324957555178266
43.25,41.0,11,2.640298245614035
43.25,41.0,12,2.077453310696095
43.25,41.25,1,0.7457215619694397
43.25,41.25,2,1.6419736842105264
43.25,41.25,3,3.590152801358234
43.25,41.25,4,4.769
43.25,41.25,5,4.992665534804754
43.25,41.25,6,5.287824561403509
43.25,41.25,7,5.2687775891341255
43.25,41.25,8,5.53213921901528
43.25,41.25,9,4.2824210526315785
43.25,41.25,10,2.4659592529711376
43.25,41.25,11,0.7758947368421052
43.25,41.25,12,0.6720373514431239
43.25,41.5,1,2.229915110356537
43.25,41.5,2,3.2453007518796992
43.25,41.5,3,4.041544991511035
43.25,41.5,4,5.12921052631579
43.25,41.5,5,5.3493378607809845
43.25,41.5,6,5.439649122807017
43.25,41.5,7,5.605178268251273
43.25,41.5,8,5.793344651952461
43.25,41.5,9,4.5730350877192985
43.25,41.5,10,3.471986417657046
43.25,41.5,11,2.401473684210526
43.25,41.5,12,2.0080475382003398
43.5,40.25,1,1.4080645161290322
43.5,40.25,2,2.6826691729323313
43.5,40.25,3,3.646926994906621
43.5,40.25,4,4.905052631578948
43.5,40.25,5,5.177198641765704
43.5,40.25,6,5.206473684210526
43.5,40.25,7,5.154295415959253
43.5,40.25,8,5.35653650254669
43.5,40.25,9,4.196877192982456
43.5,40.25,10,3.1317147707979625
43.5,40.25,11,1.9336315789473686
43.5,40.25,12,0.8528522920203735
43.5,40.5,1,2.10955857385399
43.5,40.5,2,2.7806203007518797
43.5,40.5,3,3.4307130730050934
43.5,40.5,4,4.674105263157895
43.5,40.5,5,5.197130730050934
43.5,40.5,6,5.964228070175439
43.5,40.5,7,6.191697792869269
43.5,40.5,8,6.2469439728353136
43.5,40.5,9,4.843280701754386
43.5,40.5,10,3.6646519524617998
43.5,40.5,11,2.621614035087719
43.5,40.5,12,2.0082003395585737
