latitude,raw_irradiance,longitude,month,aspect,slope,declination,adjusted_irradiance
42.0,5.05,44.75,5,124.11447,10.73427,18.8,5.187730381056866
42.0,5.81,44.75,6,124.11447,10.73427,23.1,5.916127488727396
42.0,5.84,44.75,7,124.11447,10.73427,21.2,5.969544882893264
42.0,5.64,44.75,8,124.11447,10.73427,13.5,5.8611947359420755
42.0,4.23,44.75,9,124.11447,10.73427,2.2,4.52413166238827
42.0,3.06,44.75,10,124.11447,10.73427,-9.6,3.4097511487352654
42.0,2.12,44.75,11,124.11447,10.73427,-18.9,2.4807812189429836
42.0,1.58,44.75,12,124.11447,10.73427,-23.0,1.9062977530290486
42.0,1.88,45.0,1,,0.0,-20.9,1.88
42.0,2.68,45.0,2,,0.0,-13.0,2.68
42.0,3.39,45.0,3,,0.0,-2.4,3.39
42.0,4.49,45.0,4,,0.0,9.4,4.49
42.0,4.98,45.0,5,,0.0,18.8,4.98
42.0,5.84,45.0,6,,0.0,23.1,5.84
42.0,5.82,45.0,7,,0.0,21.2,5.82
42.0,5.59,45.0,8,,0.0,13.5,5.59
42.0,4.19,45.0,9,,0.0,2.2,4.19
42.0,3.03,45.0,10,,0.0,-9.6,3.03
42.0,2.14,45.0,11,,0.0,-18.9,2.14
42.0,1.65,45.0,12,,0.0,-23.0,1.65
42.0,1.88,45.25,1,23.198593,9.287825,-20.9,1.3103586317144265
42.0,2.68,45.25,2,23.198593,9.287825,-13.0,2.077085740546618
42.0,3.39,45.25,3,23.198593,9.287825,-2.4,2.853092719541948
42.0,4.49,45.25,4,23.198593,9.287825,9.4,4.005168479643934
42.0,4.98,45.25,5,23.198593,9.287825,18.8,4.598081102088058
42.0,5.84,45.25,6,23.198593,9.287825,23.1,5.4668259041133505
42.0,5.82,45.25,7,23.198593,9.287825,21.2,5.415738187923598
42.0,5.59,45.25,8,23.198593,9.287825,13.5,5.06647128479803
42.0,4.19,45.25,9,23.198593,9.287825,2.2,3.617201754998087
42.0,3.03,45.25,10,23.198593,9.287825,-9.6,2.42316896905583
42.0,2.14,45.25,11,23.198593,9.287825,-18.9,1.5415862265614273
42.0,1.65,45.25,12,23.198593,9.287825,-23.0,1.1034606297456644
42.0,1.88,45.5,1,183.57634,7.3967032,-20.9,2.3363997053764924
42.0,2.68,45.5,2,183.57634,7.3967032,-13.0,3.1494775896769296
42.0,3.39,45.5,3,183.57634,7.3967032,-2.4,3.7883356705144906
42.0,4.49,45.5,4,183.57634,7.3967032,9.4,4.821586342347563
42.0,4.98,45.5,5,183.57634,7.3967032,18.8,5.212807651849408
42.0,5.84,45.5,6,183.57634,7.3967032,23.1,6.048311557917132
42.0,5.82,45.5,7,183.57634,7.3967032,21.2,6.055631536912118
42.0,5.59,45.5,8,183.57634,7.3967032,13.5,5.933459491131262
42.0,4.19,45.5,9,183.57634,7.3967032,2.2,4.60368118413009
42.0,3.03,45.5,10,183.57634,7.3967032,-9.6,3.495983286226111
42.0,2.14,45.5,11,183.57634,7.3967032,-18.9,2.616204856747007
42.0,1.65,45.5,12,183.57634,7.3967032,-23.0,2.0909156482579783
42.0,1.88,45.75,1,193.2764,20.68926,-20.9,3.0220358224173265
42.0,2.68,45.75,2,193.2764,20.68926,-13.0,3.823258601285653
42.0,3.39,45.75,3,193.2764,20.68926,-2.4,4.312893506264808
42.0,4.49,45.75,4,193.2764,20.68926,9.4,5.187817970907335
42.0,4.98,45.75,5,193.2764,20.68926,18.8,5.392780206565347
42.0,5.84,45.75,6,193.2764,20.68926,23.1,6.150914907973162
42.0,5.82,45.75,7,193.2764,20.68926,21.2,6.204872595956209
42.0,5.59,45.75,8,193.2764,20.68926,13.5,6.273150639513925
42.0,4.19,45.75,9,193.2764,20.68926,2.2,5.120184878110166
42.0,3.03,45.75,10,193.2764,20.68926,-9.6,4.149130183516574
42.0,2.14,45.75,11,193.2764,20.68926,-18.9,3.324060834576497
42.0,1.65,45.75,12,193.2764,20.68926,-23.0,2.7603082513077997
42.0,1.93,46.0,1,352.97922,39.75769,-20.9,0.0
42.0,2.72,46.0,2,352.97922,39.75769,-13.0,0.0
42.0,3.59,46.0,3,352.97922,39.75769,-2.4,0.5283258848937336
42.0,4.8,46.0,4,352.97922,39.75769,9.4,1.7415286601113962
42.0,5.34,46.0,5,352.97922,39.75769,18.8,2.652394899229531
42.0,6.04,46.0,6,352.97922,39.75769,23.1,3.3306588768153538
42.0,6.0,46.0,7,352.97922,39.75769,21.2,3.165829809158329
42.0,5.68,46.0,8,352.97922,39.75769,13.5,2.4089822574329
42.0,4.39,46.0,9,352.97922,39.75769,2.2,1.0531824394886735
42.0,3.18,46.0,10,352.97922,39.75769,-9.6,0.0
42.0,2.23,46.0,11,352.97922,39.75769,-18.9,0.0
42.0,1.7,46.0,12,352.97922,39.75769,-23.0,0.0
42.25,1.59,41.75,1,231.3402,3.6348739,-20.9,1.7111929445837388
42.25,2.35,41.75,2,231.3402,3.6348739,-13.0,2.479432876115951
42.25,3.38,41.75,3,231.3402,3.6348739,-2.4,3.5054378488800855
42.25,4.77,41.75,4,231.3402,3.6348739,9.4,4.882383856264919
42.25,5.59,41.75,5,231.3402,3.6348739,18.8,5.674787581206039
42.25,6.38,41.75,6,231.3402,3.6348739,23.1,6.454909447448179
42.25,6.12,41.75,7,231.3402,3.6348739,21.2,6.200971847581188
42.25,5.86,41.75,8,231.3402,3.6348739,13.5,5.975535985088313
42.25,4.48,41.75,9,231.3402,3.6348739,2.2,4.620131238295624
42.25,3.03,41.75,10,231.3402,3.6348739,-9.6,3.176673219414015
42.25,1.99,41.75,11,231.3402,3.6348739,-18.9,2.1290607345501162
42.25,1.4,41.75,12,231.3402,3.6348739,-23.0,1.5174556479913535
42.25,1.59,42.0,1,18.434952,1.5240409,-20.9,1.5101889775189465
42.25,2.29,42.0,2,18.434952,1.5240409,-13.0,2.205900017054541
42.25,3.13,42.0,3,18.434952,1.5240409,-2.4,3.050877017187262
42.25,4.48,42.0,4,18.434952,1.5240409,9.4,4.405427910967949
42.25,5.19,42.0,5,18.434952,1.5240409,18.8,5.131360434554465
42.25,5.97,42.0,6,18.434952,1.5240409,23.1,5.9155797336420886
42.25,5.8,42.0,7,18.434952,1.5240409,21.2,5.741625871195652
42.25,5.73,42.0,8,18.434952,1.5240409,13.5,5.648655476330324
42.25,4.4,42.0,9,18.434952,1.5240409,2.2,4.30512242716054
42.25,2.97,42.0,10,18.434952,1.5240409,-9.6,2.873549327296802
42.25,1.99,42.0,11,18.434952,1.5240409,-18.9,1.8981514444198542
42.25,1.43,42.0,12,18.434952,1.5240409,-23.0,1.351228133769443
42.25,1.59,42.25,1,45.0,1.1686469,-20.9,1.5443729465999265
42.25,2.29,42.25,2,45.0,1.1686469,-13.0,2.241917423538927
42.25,3.13,42.25,3,45.0,1.1686469,-2.4,3.084757257433062
42.25,4.48,42.25,4,45.0,1.1686469,9.4,4.437350575271793
42.25,5.19,42.25,5,45.0,1.1686469,18.8,5.156453044119465
42.25,5.97,42.25,6,45.0,1.1686469,23.1,5.938860145567497
42.25,5.8,42.25,7,45.0,1.1686469,21.2,5.766601213798555
42.25,5.73,42.25,8,45.0,1.1686469,13.5,5.683472368121042
42.25,4.4,42.25,9,45.0,1.1686469,2.2,4.345744978384312
42.25,2.97,42.25,10,45.0,1.1686469,-9.6,2.91485415166054
42.25,1.99,42.25,11,45.0,1.1686469,-18.9,1.9374902945319041
42.25,1.43,42.25,12,45.0,1.1686469,-23.0,1.3849678303143167
42.25,1.59,42.5,1,341.56506,1.5240409,-20.9,1.5101889719863535
42.25,2.29,42.5,2,341.56506,1.5240409,-13.0,2.2059000112398097
42.25,3.13,42.5,3,341.56506,1.5240409,-2.4,3.050877011740736
42.25,4.48,42.5,4,341.56506,1.5240409,9.4,4.4054279058724735
42.25,5.19,42.5,5,341.56506,1.5240409,18.8,5.131360430588825
42.25,5.97,42.5,6,341.56506,1.5240409,23.1,5.915579729990273
42.25,5.8,42.5,7,341.56506,1.5240409,21.2,5.741625867263607
42.25,5.73,42.5,8,341.56506,1.5240409,13.5,5.648655470792915
42.25,4.4,42.5,9,341.56506,1.5240409,2.2,4.3051224206455
42.25,2.97,42.5,10,341.56506,1.5240409,-9.6,2.8735493206366227
42.25,1.99,42.5,11,341.56506,1.5240409,-18.9,1.8981514380567617
42.25,1.43,42.5,12,341.56506,1.5240409,-23.0,1.3512281283054457
42.25,1.59,42.75,1,348.69006,3.59436,-20.9,1.3937890023318193
42.25,2.29,42.75,2,348.69006,3.59436,-13.0,2.082565612411389
42.25,3.13,42.75,3,348.69006,3.59436,-2.4,2.9337633252855198
42.25,4.48,42.75,4,348.69006,3.59436,9.4,4.293359200274683
42.25,5.19,42.75,5,348.69006,3.59436,18.8,5.041392920675281
42.25,5.97,42.75,6,348.69006,3.59436,23.1,5.830810863596622
42.25,5.8,42.75,7,348.69006,3.59436,21.2,5.651365454795723
42.25,5.73,42.75,8,348.69006,3.59436,13.5,5.525477137988633
42.25,4.4,42.75,9,348.69006,3.59436,2.2,4.163974795946485
42.25,2.97,42.75,10,348.69006,3.59436,-9.6,2.7317225148075335
42.25,1.99,42.75,11,348.69006,3.59436,-18.9,1.7640183489045347
42.25,1.43,42.75,12,348.69006,3.59436,-23.0,1.2364976651351394
42.25,1.72,43.0,1,151.69925,3.7196972,-20.9,1.9104534284764356
42.25,2.52,43.0,2,151.69925,3.7196972,-13.0,2.72218665014716
42.25,3.31,43.0,3,151.69925,3.7196972,-2.4,3.4898012853331726
42.25,4.43,43.0,4,151.69925,3.7196972,9.4,4.5840570868617405
42.25,5.11,43.0,5,151.69925,3.7196972,18.8,5.225848785561912
42.25,5.87,43.0,6,151.69925,3.7196972,23.1,5.974069802883822
42.25,5.9,43.0,7,151.69925,3.7196972,21.2,6.017275724694379
42.25,5.79,43.0,8,151.69925,3.7196972,13.5,5.959247304386233
42.25,4.37,43.0,9,151.69925,3.7196972,2.2,4.570620140838577
42.25,2.99,43.0,10,151.69925,3.7196972,-9.6,3.201128585839561
42.25,2.03,43.0,11,151.69925,3.7196972,-18.9,2.2362103424432846
42.25,1.52,43.0,12,151.69925,3.7196972,-23.0,1.7051332094117615
42.25,1.72,43.25,1,325.88553,9.646141,-20.9,1.224331288798144
42.25,2.52,43.25,2,325.88553,9.646141,-13.0,1.9804311361293934
42.25,3.31,43.25,3,325.88553,9.646141,-2.4,2.8095866338480557
42.25,4.43,43.25,4,325.88553,9.646141,9.4,3.9705455435023587
42.25,5.11,43.25,5,325.88553,9.646141,18.8,4.7302479171366985
42.25,5.87,43.25,6,325.88553,9.646141,23.1,5.504221562207479
42.25,5.9,43.25,7,325.88553,9.646141,21.2,5.501570967526393
42.25,5.79,43.25,8,325.88553,9.646141,13.5,5.267466712041444
42.25,4.37,43.25,9,325.88553,9.646141,2.2,3.7986141168539085
42.25,2.99,43.25,10,325.88553,9.646141,-9.6,2.4196642391696876
42.25,2.03,43.25,11,325.88553,9.646141,-18.9,1.4900937800928533
42.25,1.52,43.25,12,325.88553,9.646141,-23.0,1.0411033744950005
42.25,1.72,43.5,1,217.1467,10.813266,-20.9,2.197548925307714
42.25,2.52,43.5,2,217.1467,10.813266,-13.0,3.0184734384298175
42.25,3.31,43.5,3,217.1467,10.813266,-2.4,3.7401985363764187
42.25,4.43,43.5,4,217.1467,10.813266,9.4,4.779090722337845
42.25,5.11,43.5,5,217.1467,10.813266,18.8,5.35073818240301
42.25,5.87,43.5,6,217.1467,10.813266,23.1,6.070597823407309
42.25,5.9,43.5,7,217.1467,10.813266,21.2,6.134803449804412
42.25,5.79,43.5,8,217.1467,10.813266,13.5,6.162210596097037
42.25,4.37,43.5,9,217.1467,10.813266,2.2,4.841726396058292
42.25,2.99,43.5,10,217.1467,10.813266,-9.6,3.5061299645596935
42.25,2.03,43.5,11,217.1467,10.813266,-18.9,2.54500550663938
42.25,1.52,43.5,12,217.1467,10.813266,-23.0,1.9860689014326198
42.25,1.72,43.75,1,24.443954,5.959938,-20.9,1.3895361871623273
42.25,2.52,43.75,2,24.443954,5.959938,-13.0,2.1630064253190118
42.25,3.31,43.75,3,24.443954,5.959938,-2.4,2.9830264974290297
42.25,4.43,43.75,4,24.443954,5.959938,9.4,4.135670752881884
42.25,5.11,43.75,5,24.443954,5.959938,18.8,4.872853361618907
42.25,5.87,43.75,6,24.443954,5.959938,23.1,5.6455882734002225
42.25,5.9,43.75,7,24.443954,5.959938,21.2,5.653467798075165
42.25,5.79,43.75,8,24.443954,5.959938,13.5,5.458441022410997
42.25,4.37,43.75,9,24.443954,5.959938,2.2,3.999149670883605
42.25,2.99,43.75,10,24.443954,5.959938,-9.6,2.614029965442096
42.25,2.03,43.75,11,24.443954,5.959938,-18.9,1.6707046283201383
42.25,1.52,43.75,12,24.443954,5.959938,-23.0,1.2001185960815588
42.25,1.84,44.0,1,305.4596,40.660976,-20.9,0.021863930929925748
42.25,2.7,44.0,2,305.4596,40.660976,-13.0,0.5769671531582458
42.25,3.44,44.0,3,305.4596,40.660976,-2.4,1.3249747540438226
42.25,4.45,44.0,4,305.4596,40.660976,9.4,2.2895512162169482
42.25,5.05,44.0,5,305.4596,40.660976,18.8,3.002784045900397
42.25,5.81,44.0,6,305.4596,40.660976,23.1,3.6446946166143275
42.25,5.84,44.0,7,305.4596,40.660976,21.2,3.580495582228943
42.25,5.64,44.0,8,305.4596,40.660976,13.5,3.108765936156707
42.25,4.23,44.0,9,305.4596,40.660976,2.2,1.864731760425443
42.25,3.06,44.0,10,305.4596,40.660976,-9.6,0.8487237083493092
42.25,2.12,44.0,11,305.4596,40.660976,-18.9,0.15352059510591917
42.25,1.58,44.0,12,305.4596,40.660976,-23.0,0.0
42.25,1.84,44.25,1,178.19125,21.025757,-20.9,3.0209254528218326
42.25,2.7,44.25,2,178.19125,21.025757,-13.0,3.915949665107637
42.25,3.44,44.25,3,178.19125,21.025757,-2.4,4.429596418488502
42.25,4.45,44.25,4,178.19125,21.025757,9.4,5.184116592883728
42.25,5.05,44.25,5,178.19125,21.025757,18.8,5.499322833041008
42.25,5.81,44.25,6,178.19125,21.025757,23.1,6.1466851376049885
42.25,5.84,44.25,7,178.19125,21.025757,21.2,6.257182984058027
42.25,5.64,44.25,8,178.19125,21.025757,13.5,6.3740954808133825
42.25,4.23,44.25,9,178.19125,21.025757,2.2,5.223463922318696
42.25,3.06,44.25,10,178.19125,21.025757,-9.6,4.253243904993075
42.25,2.12,44.25,11,178.19125,21.025757,-18.9,3.358885632430089
42.25,1.58,44.25,12,178.19125,21.025757,-23.0,2.703857040092368
42.25,1.84,44.5,1,357.18445,13.88151,-20.9,0.9152963058410128
42.25,2.7,44.5,2,357.18445,13.88151,-13.0,1.6885144532637186
42.25,3.44,44.5,3,357.18445,13.88151,-2.4,2.5252305079640776
42.25,4.45,44.5,4,357.18445,13.88151,9.4,3.631511292533834
42.25,5.05,44.5,5,357.18445,13.88151,18.8,4.377595158357508
42.25,5.81,44.5,6,357.18445,13.88151,23.1,5.156851699293213
42.25,5.84,44.5,7,357.18445,13.88151,21.2,5.130851550580358
42.25,5.64,44.5,8,357.18445,13.88151,13.5,4.733827371218354
42.25,4.23,44.5,9,357.18445,13.88151,2.2,3.2544265128178167
42.25,3.06,44.5,10,357.18445,13.88151,-9.6,2.037156119055898
42.25,2.12,44.5,11,357.18445,13.88151,-18.9,1.13593204217261
42.25,1.58,44.5,12,357.18445,13.88151,-23.0,0.712590767643209
42.25,1.84,44.75,1,19.772346,34.517345,-20.9,0.0
42.25,2.7,44.75,2,19.772346,34.517345,-13.0,0.14925823011680664
42.25,3.44,44.75,3,19.772346,34.517345,-2.4,1.0223061935237094
42.25,4.45,44.75,4,19.772346,34.517345,9.4,2.1344015284017956
42.25,5.05,44.75,5,19.772346,34.517345,18.8,2.992857039133138
42.25,5.81,44.75,6,19.772346,34.517345,23.1,3.711310020276434
42.25,5.84,44.75,7,19.772346,34.517345,21.2,3.613358955598867
42.25,5.64,44.75,8,19.772346,34.517345,13.5,2.9971230563693583
42.25,4.23,44.75,9,19.772346,34.517345,2.2,1.5892655083538334
42.25,3.06,44.75,10,19.772346,34.517345,-9.6,0.4440033754865673
42.25,2.12,44.75,11,19.772346,34.517345,-18.9,0.0
42.25,1.58,44.75,12,19.772346,34.517345,-23.0,0.0
42.25,1.88,45.0,1,10.00798,29.475729,-20.9,0.0
42.25,2.68,45.0,2,10.00798,29.475729,-13.0,0.4611289612444828
42.25,3.39,45.0,3,10.00798,29.475729,-2.4,1.3284764142964807
42.25,4.49,45.0,4,10.00798,29.475729,9.4,2.503996400971181
42.25,4.98,45.0,5,10.00798,29.475729,18.8,3.288647024290327
42.25,5.84,45.0,6,10.00798,29.475729,23.1,4.101396706503422
42.25,5.82,45.0,7,10.00798,29.475729,21.2,3.981292282069935
42.25,5.59,45.0,8,10.00798,29.475729,13.5,3.380392502322433
42.25,4.19,45.0,9,10.00798,29.475729,2.2,1.9409868012396148
42.25,3.03,45.0,10,10.00798,29.475729,-9.6,0.7686558371055499
42.25,2.14,45.0,11,10.00798,29.475729,-18.9,0.0
42.25,1.65,45.0,12,10.00798,29.475729,-23.0,0.0
42.25,1.88,45.25,1,154.65382,20.0457,-20.9,2.916519087568546
42.25,2.68,45.25,2,154.65382,20.0457,-13.0,3.7143637115444372
42.25,3.39,45.25,3,154.65382,20.0457,-2.4,4.222013301486236
42.25,4.49,45.25,4,154.65382,20.0457,9.4,5.116076307385669
42.25,4.98,45.25,5,154.65382,20.0457,18.8,5.347482603281424
42.25,5.84,45.25,6,154.65382,20.0457,23.1,6.114428331950621
42.25,5.82,45.25,7,154.65382,20.0457,21.2,6.16128950353224
42.25,5.59,45.25,8,154.65382,20.0457,13.5,6.201362914237852
42.25,4.19,45.25,9,154.65382,20.0457,2.2,5.027210621574524
42.25,3.03,45.25,10,154.65382,20.0457,-9.6,4.0413517673003305
42.25,2.14,45.25,11,154.65382,20.0457,-18.9,3.213708711111088
42.25,1.65,45.25,12,154.65382,20.0457,-23.0,2.6587618828015978
42.25,1.88,45.5,1,191.97614,39.78389,-20.9,3.7693674147081797
42.25,2.68,45.5,2,191.97614,39.78389,-13.0,4.477715682601664
42.25,3.39,45.5,3,191.97614,39.78389,-2.4,4.7013468856802065
42.25,4.49,45.5,4,191.97614,39.78389,9.4,5.265173652962559
42.25,4.98,45.5,5,191.97614,39.78389,18.8,5.1791594541406205
42.25,5.84,45.5,6,191.97614,39.78389,23.1,5.757279376548966
42.25,5.82,45.5,7,191.97614,39.78389,21.2,5.874569421781679
42.25,5.59,45.5,8,191.97614,39.78389,13.5,6.215409576453349
42.25,4.19,45.5,9,191.97614,39.78389,2.2,5.424552886021424
42.25,3.03,45.5,10,191.97614,39.78389,-9.6,4.743022869269696
42.25,2.14,45.5,11,191.97614,39.78389,-18.9,4.076145887202985
42.25,1.65,45.5,12,191.97614,39.78389,-23.0,3.5083755975709496
42.5,1.59,41.75,1,180.0,1.8522629,-20.9,1.6917980725547266
42.5,2.35,41.75,2,180.0,1.8522629,-13.0,2.45929135004823
42.5,3.38,41.75,3,180.0,1.8522629,-2.4,3.4871031355426636
42.5,4.77,41.75,4,180.0,1.8522629,9.4,4.868015088417234
42.5,5.59,41.75,5,180.0,1.8522629,18.8,5.666393269250144
42.5,6.38,41.75,6,180.0,1.8522629,23.1,6.4492869678901155
42.5,6.12,41.75,7,180.0,1.8522629,21.2,6.193926489314405
42.5,5.86,41.75,8,180.0,1.8522629,13.5,5.961929558211356
42.5,4.48,41.75,9,180.0,1.8522629,2.2,4.600462400065196
42.5,3.03,41.75,10,180.0,1.8522629,-9.6,3.154222471083935
42.5,1.99,41.75,11,180.0,1.8522629,-18.9,2.106934529189977
42.5,1.4,41.75,12,180.0,1.8522629,-23.0,1.498563707589424
42.5,1.59,42.0,1,100.175514,12.140104,-20.9,1.6724082007724557
42.5,2.29,42.0,2,100.175514,12.140104,-13.0,2.3625797022486332
42.5,3.13,42.0,3,100.175514,12.140104,-2.4,3.17588514388233
42.5,4.48,42.0,4,100.175514,12.140104,9.4,4.488314865385821
42.5,5.19,42.0,5,100.175514,12.140104,18.8,5.158576067018277
42.5,5.97,42.0,6,100.175514,12.140104,23.1,5.914597827630252
42.5,5.8,42.0,7,100.175514,12.140104,21.2,5.754305372989162
42.5,5.73,42.0,8,100.175514,12.140104,13.5,5.7198608058112645
42.5,4.4,42.0,9,100.175514,12.140104,2.2,4.44023488330132
42.5,2.97,42.0,10,100.175514,12.140104,-9.6,3.0453232881068564
42.5,1.99,42.0,11,100.175514,12.140104,-18.9,2.081101516588114
42.5,1.43,42.0,12,100.175514,12.140104,-23.0,1.514600292872372
42.5,1.59,42.25,1,57.52881,11.277399,-20.9,1.22593722400736
42.5,2.29,42.25,2,57.52881,11.277399,-13.0,1.8959574740330507
42.5,3.13,42.25,3,57.52881,11.277399,-2.4,2.7420888610617706
42.5,4.48,42.25,4,57.52881,11.277399,9.4,4.086875995296562
42.5,5.19,42.25,5,57.52881,11.277399,18.8,4.850595021262626
42.5,5.97,42.25,6,57.52881,11.277399,23.1,5.63400069422629
42.5,5.8,42.25,7,57.52881,11.277399,21.2,5.450594060213385
42.5,5.73,42.25,8,57.52881,11.277399,13.5,5.285893003416067
42.5,4.4,42.25,9,57.52881,11.277399,2.2,3.923273356475218
42.5,2.97,42.25,10,57.52881,11.277399,-9.6,2.5121002566657387
42.5,1.99,42.25,11,57.52881,11.277399,-18.9,1.5683682847585083
42.5,1.43,42.25,12,57.52881,11.277399,-23.0,1.072943529570324
42.5,1.59,42.5,1,238.24051,7.197113,-20.9,1.7868531382775872
42.5,2.29,42.5,2,238.24051,7.197113,-13.0,2.4916787052504334
42.5,3.13,42.5,3,238.24051,7.197113,-2.4,3.3110224910557298
42.5,4.48,42.5,4,238.24051,7.197113,9.4,4.637288308875237
42.5,5.19,42.5,5,238.24051,7.197113,18.8,5.299343739727171
42.5,5.97,42.5,6,238.24051,7.197113,23.1,6.061599879313999
42.5,5.8,42.5,7,238.24051,7.197113,21.2,5.903421452500106
42.5,5.73,42.5,8,238.24051,7.197113,13.5,5.89430234259804
42.5,4.4,42.5,9,238.24051,7.197113,2.2,4.611398493610181
42.5,2.97,42.5,10,238.24051,7.197113,-9.6,3.1981823766416837
42.5,1.99,42.5,11,238.24051,7.197113,-18.9,2.2150089510035986
42.5,1.43,42.5,12,238.24051,7.197113,-23.0,1.6256535573061108
42.5,1.59,42.75,1,143.97263,14.009347,-20.9,2.164336382595352
42.5,2.29,42.75,2,143.97263,14.009347,-13.0,2.8742166506143336
42.5,3.13,42.75,3,143.97263,14.009347,-2.4,3.647554974137415
42.5,4.48,42.75,4,143.97263,14.009347,9.4,4.918515675941621
42.5,5.19,42.75,5,143.97263,14.009347,18.8,5.481663541378881
42.5,5.97,42.75,6,143.97263,14.009347,23.1,6.204029444885896
42.5,5.8,42.75,7,143.97263,14.009347,21.2,6.070206251305952
42.5,5.73,42.75,8,143.97263,14.009347,13.5,6.181399727422706
42.5,4.4,42.75,9,143.97263,14.009347,2.2,4.999671171731558
42.5,2.97,42.75,10,143.97263,14.009347,-9.6,3.6285839272418685
42.5,1.99,42.75,11,143.97263,14.009347,-18.9,2.64538721938577
42.5,1.43,42.75,12,143.97263,14.009347,-23.0,2.001791257679413
42.5,1.72,43.0,1,268.26428,10.230769,-20.9,1.7111309509296784
42.5,2.52,43.0,2,268.26428,10.230769,-13.0,2.499658616638597
42.5,3.31,43.0,3,268.26428,10.230769,-2.4,3.275117298601734
42.5,4.43,43.0,4,268.26428,10.230769,9.4,4.37510084438317
42.5,5.11,43.0,5,268.26428,10.230769,18.8,5.040820483361679
42.5,5.87,43.0,6,268.26428,10.230769,23.1,5.7877900269273725
42.5,5.9,43.0,7,268.26428,10.230769,21.2,5.818567394668914
42.5,5.79,43.0,8,268.26428,10.230769,13.5,5.7152073196228566
42.5,4.37,43.0,9,268.26428,10.230769,2.2,4.320456297734837
42.5,2.99,43.0,10,268.26428,10.230769,-9.6,2.963122957732248
42.5,2.03,43.0,11,268.26428,10.230769,-18.9,2.017754259086008
42.5,1.52,43.0,12,268.26428,10.230769,-23.0,1.5137759907167128
42.5,1.72,43.25,1,98.972626,27.60816,-20.9,1.7724091992894726
42.5,2.52,43.25,2,98.972626,27.60816,-13.0,2.498077457153716
42.5,3.31,43.25,3,98.972626,27.60816,-2.4,3.1715170655214635
42.5,4.43,43.25,4,98.972626,27.60816,9.4,4.134315482221602
42.5,5.11,43.25,5,98.972626,27.60816,18.8,4.690288936529164
42.5,5.87,43.25,6,98.972626,27.60816,23.1,5.3510342916576805
42.5,5.9,43.25,7,98.972626,27.60816,21.2,5.39447045346539
42.5,5.79,43.25,8,98.972626,27.60816,13.5,5.362704471739068
42.5,4.37,43.25,9,98.972626,27.60816,2.2,4.140280178591339
42.5,2.99,43.25,10,98.972626,27.60816,-9.6,2.927152792399434
42.5,2.03,43.25,11,98.972626,27.60816,-18.9,2.0679652721893436
42.5,1.52,43.25,12,98.972626,27.60816,-23.0,1.587995585685736
42.5,1.72,43.5,1,2.1211014,33.25258,-20.9,0.0
42.5,2.52,43.5,2,2.1211014,33.25258,-13.0,0.09823393779324176
42.5,3.31,43.5,3,2.1211014,33.25258,-2.4,0.9606138761636207
42.5,4.43,43.5,4,2.1211014,33.25258,9.4,2.1222091012724076
42.5,5.11,43.5,5,2.1211014,33.25258,18.8,3.0441596320814566
42.5,5.87,43.5,6,2.1211014,33.25258,23.1,3.7761474221389717
42.5,5.9,43.5,7,2.1211014,33.25258,21.2,3.673473726832995
42.5,5.79,43.5,8,2.1211014,33.25258,13.5,3.083319435770055
42.5,4.37,43.5,9,2.1211014,33.25258,2.2,1.6237245117162558
42.5,2.99,43.5,10,2.1211014,33.25258,-9.6,0.3958222831182637
42.5,2.03,43.5,11,2.1211014,33.25258,-18.9,0.0
42.5,1.52,43.5,12,2.1211014,33.25258,-23.0,0.0
42.5,1.72,43.75,1,225.74405,27.727432,-20.9,2.63773581539336
42.5,2.52,43.75,2,225.74405,27.727432,-13.0,3.4211565308114533
42.5,3.31,43.75,3,225.74405,27.727432,-2.4,4.000903793107663
42.5,4.43,43.75,4,225.74405,27.727432,9.4,4.858981198756348
42.5,5.11,43.75,5,225.74405,27.727432,18.8,5.251552642968728
42.5,5.87,43.75,6,225.74405,27.727432,23.1,5.867143200716946
42.5,5.9,43.75,7,225.74405,27.727432,21.2,5.969403865344821
42.5,5.79,43.75,8,225.74405,27.727432,13.5,6.1672247416747705
42.5,4.37,43.75,9,225.74405,27.727432,2.2,5.071517908477119
42.5,2.99,43.75,10,225.74405,27.727432,-9.6,3.8937488008162138
42.5,2.03,43.75,11,225.74405,27.727432,-18.9,3.005820050462934
42.5,1.52,43.75,12,225.74405,27.727432,-23.0,2.4284190356897843
42.5,1.84,44.0,1,75.96376,21.81869,-20.9,1.376968606970719
42.5,2.7,44.0,2,75.96376,21.81869,-13.0,2.1524541266297335
42.5,3.44,44.0,3,75.96376,21.81869,-2.4,2.8845617316148955
42.5,4.45,44.0,4,75.96376,21.81869,9.4,3.869724087981353
42.5,5.05,44.0,5,75.96376,21.81869,18.8,4.488412060751996
42.5,5.81,44.0,6,75.96376,21.81869,23.1,5.2093630596321825
42.5,5.84,44.0,7,75.96376,21.81869,21.2,5.216400178335152
42.5,5.64,44.0,8,75.96376,21.81869,13.5,4.954161084936478
42.5,4.23,44.0,9,75.96376,21.81869,2.2,3.603611053867547
42.5,3.06,44.0,10,75.96376,21.81869,-9.6,2.486465394452137
42.5,2.12,44.0,11,75.96376,21.81869,-18.9,1.617623634744936
42.5,1.58,44.0,12,75.96376,21.81869,-23.0,1.1542896715214996
42.5,1.84,44.25,1,351.06042,36.340343,-20.9,0.0
