Scenario,Mean Change,Mean Absolute Change,Std Change,Min Change,Max Change,Cells Changed,Percent Changed,Top 10 Overlap
georgia_suitability_scenario_1,0.11508196721311476,0.11508196721311476,0.13431334956168078,0.0,0.41000000000000014,84,68.85245901639344,10/10
georgia_suitability_scenario_2,-0.11418032786885246,0.11418032786885246,0.13490639646864813,-0.3999999999999999,0.0,84,68.85245901639344,10/10
georgia_suitability_scenario_3,-0.0668032786885246,0.0668032786885246,0.07947416434967226,-0.22999999999999998,0.0,84,68.85245901639344,9/10
georgia_suitability_scenario_4,0.033770491803278686,0.033770491803278686,0.04066244574507302,0.0,0.1200000000000001,73,59.83606557377049,10/10
georgia_suitability_scenario_5,0.15721311475409835,0.15721311475409835,0.18156920359562728,0.0,0.5499999999999998,84,68.85245901639344,10/10
georgia_suitability_scenario_6,-0.1695081967213115,0.1695081967213115,0.19805605876013319,-0.5900000000000001,0.0,84,68.85245901639344,9/10
